代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300136,信维通信,33.65,0.15,0.05,0.60,0.09,1.17,1.22,2473.09万,8.16亿,274.69亿,32.73
603106,恒银科技,6.79,0.15,0.01,0.15,0.02,1.64,1.03,63.90万,4.00亿,27.19亿,172.45
600692,亚通股份,6.81,0.15,0.01,0.15,0.06,1.36,0.74,105.01万,2.55亿,17.34亿,亏损
688558,国盛智科,34.41,0.15,0.05,1.18,0.43,3.00,2.50,457.61万,3135.00万,10.79亿,37.70
600706,曲江文旅,6.88,0.15,0.01,0.29,0.02,1.04,0.87,34.97万,2.13亿,14.69亿,亏损
003007,直真科技,27.54,0.15,0.04,0.15,0.23,1.91,1.05,125.65万,2000.00万,5.51亿,亏损
300723,一品红,48.77,0.14,0.07,0.35,0.14,2.77,3.55,476.82万,7006.14万,34.17亿,29.93
003019,宸展光电,28.09,0.14,0.04,0.25,0.13,1.39,0.68,115.35万,3200.00万,8.99亿,27.90
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
605116,奥锐特,14.15,0.14,0.02,0.78,0.08,0.91,1.34,44.50万,4100.00万,5.80亿,30.35
300005,探路者,7.09,0.14,0.01,0.43,0.07,1.37,1.27,331.73万,7.06亿,50.08亿,亏损
002053,云南能投,7.09,0.14,0.01,0.57,0.00,0.74,1.27,15.82万,5.58亿,39.59亿,23.22
600182,S佳通,14.32,0.14,0.02,0.85,0.04,1.98,0.91,97.14万,1.70亿,24.34亿,75.41
300440,运达科技,7.14,0.14,0.01,0.99,0.02,0.82,1.40,58.03万,4.42亿,31.59亿,22.08
688088,虹软科技,57.80,0.14,0.08,0.30,0.08,2.81,1.73,1267.13万,2.64亿,152.69亿,89.82
300613,富瀚微,158.88,0.14,0.22,0.56,0.16,2.24,1.78,1894.32万,7541.20万,119.81亿,145.42
600070,浙江富润,7.23,0.14,0.01,0.42,0.05,1.60,1.11,183.55万,5.22亿,37.74亿,8.13
601886,江河集团,7.19,0.14,0.01,0.98,0.22,4.89,2.09,1810.11万,11.54亿,83.09亿,15.73
002743,富煌钢构,7.22,0.14,0.01,0.56,0.03,1.02,1.25,69.13万,3.35亿,24.21亿,23.45
603010,万盛股份,29.26,0.14,0.04,-0.31,0.09,2.33,1.27,858.85万,3.45亿,101.06亿,33.05
603871,嘉友国际,22.55,0.13,0.03,0.22,0.05,2.40,1.73,266.62万,2.20亿,49.50亿,13.14
000656,金科股份,7.53,0.13,0.01,0.27,0.05,0.96,1.06,2144.95万,52.87亿,398.08亿,5.73
688288,鸿泉物联,37.74,0.13,0.05,0.72,0.10,1.45,1.70,201.22万,5132.63万,19.37亿,42.29
603682,锦和商业,7.65,0.13,0.01,0.26,0.08,0.92,0.52,60.05万,9450.00万,7.23亿,22.75
000503,国新健康,7.63,0.13,0.01,0.40,0.04,1.12,0.92,240.27万,8.99亿,68.58亿,亏损
603825,华扬联众,15.24,0.13,0.02,0.99,0.16,2.69,1.31,546.27万,2.26亿,34.50亿,22.46
603861,白云电器,7.71,0.13,0.01,0.52,0.01,1.19,0.52,16.71万,4.13亿,31.83亿,亏损
300366,创意信息,7.72,0.13,0.01,0.39,0.12,1.48,1.17,316.86万,3.44亿,26.59亿,91.89
300531,优博讯,15.36,0.13,0.01,0.07,0.06,1.16,1.04,286.56万,2.99亿,45.92亿,30.79
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300863,卡倍亿,92.62,0.13,0.12,-0.25,0.65,2.66,1.47,840.24万,1381.00万,12.79亿,121.72
003035,南网能源,7.75,0.13,0.01,2.38,3.36,3.63,4.26,1.95亿,7.58亿,58.71亿,74.60
600446,金证股份,15.70,0.13,0.02,0.19,0.05,1.91,0.83,621.71万,8.55亿,134.29亿,42.50
603036,如通股份,7.84,0.13,0.01,0.13,0.01,0.83,0.89,20.39万,2.04亿,16.01亿,23.97
601007,金陵饭店,7.89,0.13,0.01,0.25,0.01,0.86,0.76,25.58万,3.00亿,23.67亿,117.83
600768,宁波富邦,7.89,0.13,0.01,0.77,0.10,2.13,1.65,108.06万,1.34亿,10.55亿,399.70
600774,汉商集团,15.84,0.13,0.02,1.02,0.01,0.68,1.71,54.34万,2.27亿,35.92亿,亏损
603878,武进不锈,7.93,0.13,0.01,0.76,0.07,4.59,1.64,235.20万,4.01亿,31.78亿,14.42
300626,华瑞股份,7.96,0.13,0.01,0.00,0.31,4.04,4.03,301.48万,1.21亿,9.64亿,87.52
002966,苏州银行,8.00,0.12,0.01,-0.25,0.22,4.03,1.13,2834.33万,16.25亿,129.99亿,10.37
002065,东华软件,8.04,0.12,0.01,0.75,0.04,1.53,1.12,852.01万,28.08亿,225.74亿,37.15
603648,畅联股份,8.04,0.12,0.01,0.13,0.02,2.29,0.75,63.21万,3.69亿,29.64亿,26.64
600480,凌云股份,8.06,0.12,0.01,0.25,0.02,1.41,0.74,111.34万,7.63亿,61.53亿,294.69
000063,中兴通讯,32.37,0.12,0.04,-0.22,0.15,4.27,0.65,1.86亿,38.57亿,1248.63亿,34.20
300526,中潜股份,72.99,0.12,0.28,-0.01,0.02,1.65,0.56,246.78万,2.04亿,149.47亿,亏损
688312,燕麦科技,24.46,0.12,0.03,-0.08,0.08,1.97,1.39,61.50万,3266.08万,7.99亿,34.34
603398,邦宝益智,8.15,0.12,0.01,0.00,0.02,1.35,0.86,54.67万,2.96亿,24.16亿,49.70
603527,众源新材,8.17,0.12,0.01,0.00,0.06,2.74,1.59,126.44万,2.44亿,19.92亿,29.19
002068,黑猫股份,8.24,0.12,0.01,0.00,0.11,1.16,1.46,647.28万,7.27亿,59.90亿,1148.72
000685,中山公用,8.21,0.12,0.01,0.24,0.02,1.27,0.49,170.05万,12.53亿,102.89亿,8.61
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002900,哈三联,8.18,0.12,0.01,0.74,0.02,2.40,0.98,54.94万,3.17亿,25.90亿,86.81
002841,视源股份,131.01,0.12,0.16,0.47,0.03,2.47,1.67,1384.22万,4.01亿,524.71亿,45.95
600177,雅戈尔,8.26,0.12,0.01,0.00,0.03,1.77,0.85,982.36万,46.29亿,382.36亿,5.13
002860,星帅尔,16.60,0.12,0.02,0.67,0.11,1.22,1.21,239.78万,1.35亿,22.34亿,27.89
600153,建发股份,8.26,0.12,0.01,0.24,0.04,1.76,0.48,880.94万,28.35亿,234.19亿,6.30
300382,斯莱克,8.25,0.12,0.01,0.73,0.02,0.84,1.46,82.48万,5.64亿,46.57亿,60.67
688299,长阳科技,25.00,0.12,0.03,0.64,0.03,1.01,1.16,154.05万,2.23亿,55.66亿,39.66
300662,科锐国际,58.46,0.12,0.07,0.12,0.03,0.89,2.29,323.51万,1.81亿,105.67亿,57.53
300612,宣亚国际,16.81,0.12,0.02,0.72,0.22,1.85,2.08,371.48万,1.00亿,16.83亿,亏损
603197,保隆科技,25.60,0.12,0.03,0.79,0.02,1.16,1.41,86.85万,1.64亿,41.97亿,22.59
300654,世纪天鸿,8.55,0.12,0.01,0.71,0.01,0.65,1.05,21.73万,1.73亿,14.79亿,44.11
688221,前沿生物-U,17.30,0.12,0.02,0.47,0.08,1.69,0.98,117.56万,8262.58万,14.29亿,亏损
600857,宁波中百,8.68,0.12,0.01,0.23,0.00,0.63,1.50,6.67万,2.24亿,19.47亿,84.08
600160,巨化股份,8.77,0.11,0.01,0.46,0.03,1.11,1.60,769.48万,27.00亿,236.77亿,461.28
000553,安道麦A,8.75,0.11,0.01,0.00,0.01,1.49,0.80,123.68万,21.77亿,190.49亿,68.35
300562,乐心医疗,17.50,0.11,0.02,0.46,0.06,1.10,1.20,131.95万,1.24亿,21.64亿,47.59
003016,欣贺股份,8.88,0.11,0.01,0.00,0.08,1.58,0.34,78.91万,1.07亿,9.47亿,23.81
603178,圣龙股份,8.84,0.11,0.01,0.46,0.06,1.37,1.13,103.38万,2.01亿,17.77亿,34.69
603610,麒盛科技,26.72,0.11,0.03,0.15,0.04,1.13,0.97,102.24万,1.03亿,27.52亿,21.85
300036,超图软件,17.96,0.11,0.02,0.62,0.09,2.24,1.00,584.26万,3.79亿,68.08亿,42.12
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000883,湖北能源,3.67,0.27,0.01,0.55,0.02,1.81,0.55,475.93万,65.04亿,238.71亿,7.21
002859,洁美科技,29.50,0.27,0.08,0.79,0.07,1.05,1.26,839.13万,4.03亿,118.90亿,43.03
002204,大连重工,3.69,0.27,0.01,0.82,0.02,1.62,1.09,161.10万,19.31亿,71.27亿,117.72
300308,中际旭创,44.56,0.27,0.12,0.59,0.10,2.57,1.46,2898.06万,6.82亿,303.77亿,37.41
300147,香雪制药,7.46,0.27,0.02,0.40,0.07,1.65,0.94,340.45万,6.54亿,48.79亿,25.03
000045,深纺织Ａ,7.46,0.27,0.02,0.40,0.07,3.13,1.07,234.68万,4.57亿,34.09亿,111.65
002259,*ST升达,3.75,0.27,0.01,0.54,0.04,2.10,1.34,100.36万,7.52亿,28.21亿,306.68
000656,金科股份,7.54,0.27,0.02,0.67,0.07,1.10,1.60,2824.25万,52.87亿,398.61亿,5.74
300170,汉得信息,7.55,0.27,0.02,0.94,0.07,2.46,1.73,425.29万,8.03亿,60.52亿,122.19
601318,中国平安,86.97,0.27,0.23,0.22,0.12,3.40,1.67,11.41亿,108.33亿,9422.25亿,11.11
300128,锦富技术,3.80,0.26,0.01,0.00,0.14,1.79,0.79,553.67万,10.78亿,40.95亿,亏损
002599,盛通股份,3.80,0.26,0.01,0.26,0.02,1.76,1.05,30.09万,3.74亿,14.23亿,66.02
601008,连云港,3.82,0.26,0.01,0.00,0.14,4.53,1.05,554.80万,10.15亿,38.78亿,268.51
300271,华宇软件,19.04,0.26,0.05,-0.11,0.10,1.71,1.63,1224.65万,6.89亿,131.19亿,52.41
603610,麒盛科技,26.76,0.26,0.07,0.34,0.04,1.15,0.97,119.08万,1.03亿,27.56亿,21.88
300078,思创医惠,7.65,0.26,0.02,0.13,0.08,2.59,0.92,493.15万,8.36亿,64.06亿,64.86
002987,京北方,46.10,0.26,0.12,0.35,0.09,1.21,1.26,159.15万,4017.00万,18.54亿,30.21
600366,宁波韵升,7.69,0.26,0.02,0.92,0.77,3.48,2.87,5815.69万,9.89亿,76.06亿,40.37
300430,诚益通,7.71,0.26,0.02,0.13,0.10,2.28,1.17,183.30万,2.57亿,19.79亿,78.33
600805,悦达投资,3.86,0.26,0.01,0.26,0.23,5.63,2.34,750.54万,8.50亿,32.82亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
688568,中科星图,50.30,0.26,0.13,0.34,0.04,0.86,1.51,111.58万,4955.53万,24.93亿,75.17
300681,英搏尔,31.02,0.26,0.08,-0.55,0.21,3.57,2.97,264.55万,4083.75万,12.67亿,199.72
300594,朗进科技,23.24,0.26,0.06,1.00,0.02,0.71,1.21,31.46万,6787.17万,15.77亿,24.66
300366,创意信息,7.73,0.26,0.02,0.39,0.15,1.61,1.30,391.99万,3.44亿,26.63亿,92.01
002693,双成药业,3.89,0.26,0.01,0.52,0.02,1.74,0.77,34.08万,4.03亿,15.69亿,亏损
601789,宁波建工,3.89,0.26,0.01,0.52,0.05,1.86,1.03,187.50万,9.76亿,37.97亿,16.64
603289,泰瑞机器,7.81,0.26,0.02,1.43,0.01,2.08,1.80,27.58万,2.66亿,20.75亿,23.12
688510,航亚科技,27.29,0.26,0.07,0.07,0.13,1.23,1.29,176.63万,4944.45万,13.49亿,117.48
600062,华润双鹤,11.73,0.26,0.03,0.26,0.02,2.00,0.60,257.32万,10.43亿,122.37亿,10.51
603383,顶点软件,27.37,0.26,0.07,0.40,0.03,1.33,1.03,120.85万,1.68亿,46.05亿,56.04
600094,大名城,3.91,0.26,0.01,0.26,0.04,1.53,1.03,397.29万,22.77亿,89.02亿,22.25
000609,中迪投资,3.92,0.26,0.01,-0.25,0.06,1.03,1.79,65.45万,2.92亿,11.45亿,亏损
600727,鲁北化工,7.82,0.26,0.02,0.00,0.54,4.65,2.94,1444.50万,3.51亿,27.48亿,16.12
300328,宜安科技,7.86,0.26,0.02,1.42,0.07,1.63,1.79,349.29万,6.81亿,53.51亿,138.60
601827,三峰环境,7.87,0.26,0.02,0.64,0.17,2.33,0.89,500.35万,3.78亿,29.77亿,16.14
601788,光大证券,15.72,0.26,0.04,0.26,0.08,3.04,1.53,4689.67万,39.07亿,613.74亿,16.41
300480,光力科技,15.73,0.26,0.04,0.70,0.03,0.64,1.08,68.19万,1.65亿,26.01亿,70.05
000543,皖能电力,3.95,0.25,0.01,0.25,0.07,2.69,0.76,512.17万,17.90亿,70.72亿,8.30
300003,乐普医疗,31.70,0.25,0.08,0.25,0.14,2.19,2.12,6583.93万,15.28亿,484.38亿,30.22
603778,乾景园林,3.96,0.25,0.01,0.76,0.01,0.60,1.52,25.47万,5.00亿,19.80亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603221,爱丽家居,11.89,0.25,0.03,-0.59,0.22,4.44,1.60,155.10万,6000.00万,7.13亿,34.59
002519,银河电子,3.96,0.25,0.01,0.76,0.04,2.04,1.27,179.22万,10.11亿,40.04亿,26.21
601860,紫金银行,3.96,0.25,0.01,0.51,0.14,3.04,1.27,947.71万,17.46亿,69.15亿,10.05
600657,信达地产,3.98,0.25,0.01,0.00,0.07,1.90,1.26,427.64万,15.24亿,60.67亿,7.72
002531,天顺风能,7.95,0.25,0.02,0.13,0.11,1.69,1.26,1571.70万,17.69亿,140.81亿,13.13
002434,万里扬,8.01,0.25,0.02,0.76,0.04,1.77,1.38,435.08万,13.39亿,107.13亿,15.79
688108,赛诺医疗,12.02,0.25,0.03,0.84,0.05,1.90,1.34,159.70万,2.87亿,34.49亿,232.48
002180,纳思达,28.20,0.25,0.07,0.43,0.04,2.30,1.35,1150.46万,10.07亿,283.73亿,54.72
601900,南方传媒,8.08,0.25,0.02,0.50,0.01,0.87,0.74,50.96万,8.96亿,72.39亿,10.42
000407,胜利股份,4.05,0.25,0.01,0.00,0.02,1.38,0.74,82.74万,8.76亿,35.47亿,21.07
002574,明牌珠宝,4.04,0.25,0.01,0.00,0.05,2.70,0.99,103.94万,5.28亿,21.33亿,54.25
603535,嘉诚国际,40.31,0.25,0.10,0.40,0.08,1.43,1.67,510.72万,1.50亿,60.69亿,34.44
600880,博瑞传播,4.05,0.25,0.01,0.50,0.09,2.63,1.24,395.74万,10.93亿,44.27亿,59.49
600639,浦东金桥,12.11,0.25,0.03,0.42,0.01,0.70,0.99,116.89万,8.50亿,102.96亿,14.85
002377,国创高新,4.06,0.25,0.01,0.50,0.05,2.33,1.98,179.77万,9.16亿,37.19亿,30.31
600716,凤凰股份,4.07,0.25,0.01,0.25,0.01,0.75,0.49,42.85万,9.36亿,38.10亿,46.59
603398,邦宝益智,8.16,0.25,0.02,0.62,0.03,1.92,0.98,77.50万,2.96亿,24.18亿,49.76
300723,一品红,48.82,0.25,0.12,0.29,0.16,3.20,3.55,545.01万,7006.14万,34.20亿,29.96
300267,尔康制药,4.07,0.25,0.01,0.74,0.04,1.49,1.23,206.70万,14.20亿,57.80亿,34.71
300484,蓝海华腾,12.33,0.24,0.03,0.41,0.15,1.69,1.63,260.96万,1.46亿,18.03亿,50.00
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600093,易见股份,8.21,0.24,0.02,0.37,0.04,1.27,0.98,340.78万,11.22亿,92.15亿,26.98
002327,富安娜,8.22,0.24,0.02,0.74,0.03,1.32,1.34,143.57万,5.11亿,41.97亿,19.13
300382,斯莱克,8.26,0.24,0.02,0.73,0.02,0.86,1.82,96.44万,5.64亿,46.63亿,60.74
000599,青岛双星,4.12,0.24,0.01,0.49,0.05,2.49,0.73,156.31万,8.17亿,33.65亿,359.80
300282,三盛教育,4.12,0.24,0.01,0.24,0.06,1.18,0.97,89.20万,3.74亿,15.39亿,亏损
600153,建发股份,8.27,0.24,0.02,0.36,0.06,2.47,0.85,1413.21万,28.35亿,234.47亿,6.31
601916,浙商银行,4.16,0.24,0.01,0.24,0.07,2.98,0.72,2013.66万,70.11亿,291.64亿,6.54
003011,海象新材,58.30,0.24,0.14,0.52,0.39,1.83,1.87,410.89万,1834.00万,10.69亿,21.74
000908,景峰医药,4.16,0.24,0.01,0.48,0.32,2.37,2.17,958.52万,7.23亿,30.09亿,36.20
603729,龙韵股份,12.55,0.24,0.03,0.40,0.07,1.53,1.12,77.12万,9333.80万,11.71亿,148.70
002067,景兴纸业,4.17,0.24,0.01,1.21,0.27,1.24,1.68,1052.08万,9.74亿,40.60亿,17.08
002134,天津普林,8.40,0.24,0.02,0.96,0.03,1.58,1.19,55.87万,2.46亿,20.65亿,84.29
600468,百利电气,4.21,0.24,0.01,-0.24,0.08,3.13,1.67,392.13万,11.22亿,47.23亿,42.17
600973,宝胜股份,4.21,0.24,0.01,0.72,0.05,3.15,1.19,230.34万,12.52亿,52.83亿,20.90
000697,炼石航空,8.49,0.24,0.02,0.24,0.06,2.08,2.24,288.73万,5.77亿,48.98亿,亏损
600560,金自天正,8.49,0.24,0.02,0.95,0.04,1.83,1.06,72.66万,2.24亿,18.99亿,43.95
603197,保隆科技,25.63,0.23,0.06,0.39,0.03,1.44,1.72,141.43万,1.64亿,42.02亿,22.61
002181,粤 传 媒,4.27,0.23,0.01,0.95,0.02,1.06,1.17,81.07万,11.34亿,48.44亿,15.75
000790,华神科技,4.29,0.23,0.01,0.70,0.06,4.15,0.94,167.43万,6.16亿,26.42亿,64.29
300355,蒙草生态,4.29,0.23,0.01,0.70,0.28,1.56,1.64,1495.53万,13.08亿,56.10亿,43.26
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002097,山河智能,8.58,0.23,0.02,-0.12,0.24,3.36,1.52,1863.81万,9.23亿,79.28亿,16.41
603040,新坐标,30.18,0.23,0.07,0.84,0.05,2.06,1.26,151.22万,1.03亿,31.18亿,21.97
601857,中国石油,4.33,0.23,0.01,0.00,0.01,3.21,0.70,5616.33万,1619.22亿,6995.03亿,58.92
002510,天汽模,4.33,0.23,0.01,0.00,0.33,5.06,1.16,1276.19万,9.31亿,40.41亿,亏损
000409,ST地矿,4.36,0.23,0.01,0.46,0.05,1.52,0.46,89.31万,4.06亿,17.69亿,54.78
000553,安道麦A,8.76,0.23,0.02,0.34,0.01,1.49,0.80,141.28万,21.77亿,190.71亿,68.43
300242,佳云科技,4.38,0.23,0.01,-0.23,0.07,1.27,1.14,174.05万,5.94亿,26.04亿,291.81
600613,神奇制药,4.37,0.23,0.01,0.46,0.02,1.82,0.69,33.43万,4.79亿,20.95亿,亏损
600160,巨化股份,8.76,0.23,0.02,-0.11,0.05,1.38,1.60,1113.33万,27.00亿,237.04亿,461.81
603968,醋化股份,17.59,0.23,0.04,0.23,0.05,1.35,0.91,171.86万,2.04亿,35.97亿,13.87
600278,东方创业,8.86,0.23,0.02,0.45,0.01,1.45,1.13,60.81万,5.22亿,46.22亿,35.02
300913,兆龙互连,26.54,0.23,0.06,0.61,0.61,2.01,1.17,458.73万,2904.75万,7.71亿,46.43
600662,强生控股,8.82,0.23,0.02,0.69,0.03,1.22,1.36,292.41万,10.53亿,92.91亿,157.84
603828,柯利达,4.43,0.23,0.01,0.68,0.02,0.83,1.13,37.84万,5.48亿,24.26亿,53.20
300245,天玑科技,8.93,0.23,0.02,0.56,0.07,2.03,1.68,199.95万,3.08亿,27.50亿,95.85
300280,紫天科技,44.48,0.23,0.10,0.29,0.14,1.89,2.43,915.54万,1.54亿,68.63亿,23.17
002917,金奥博,8.92,0.23,0.02,0.34,0.03,1.06,0.79,42.84万,1.86亿,16.59亿,29.82
002349,精华制药,4.46,0.23,0.01,0.23,0.02,1.49,0.90,70.64万,8.23亿,36.72亿,33.45
000020,深华发Ａ,8.90,0.23,0.02,0.11,0.04,1.23,0.79,59.65万,1.81亿,16.12亿,389.62
002225,濮耐股份,4.47,0.22,0.01,0.68,0.03,1.66,1.12,120.11万,8.12亿,36.30亿,15.02
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603030,全筑股份,4.48,0.22,0.01,0.67,0.03,1.51,1.12,72.18万,5.38亿,24.11亿,17.27
603203,快克股份,26.87,0.22,0.06,0.45,0.01,1.08,1.49,38.77万,1.57亿,42.06亿,24.34
688011,新光光电,40.20,0.22,0.09,0.35,0.04,0.68,0.45,54.38万,4078.14万,16.39亿,166.17
603331,百达精工,8.98,0.22,0.02,0.79,0.04,2.59,0.89,57.84万,1.78亿,16.00亿,28.41
002218,拓日新能,4.52,0.22,0.01,0.00,0.09,2.03,1.77,487.38万,12.16亿,54.95亿,33.29
002487,大金重工,9.08,0.22,0.02,-0.44,0.46,2.05,2.98,2234.34万,5.43亿,49.29亿,12.26
601828,美凯龙,9.06,0.22,0.02,0.00,0.00,0.78,0.77,64.89万,31.64亿,286.95亿,15.35
300051,三五互联,4.53,0.22,0.01,0.44,0.10,1.24,1.55,156.71万,3.66亿,16.56亿,亏损
603181,皇马科技,18.11,0.22,0.04,0.06,0.05,1.73,1.27,369.13万,4.06亿,73.53亿,23.28
300597,吉大通信,9.10,0.22,0.02,0.22,0.04,0.75,0.99,80.98万,2.21亿,20.09亿,101.69
300545,联得装备,22.80,0.22,0.05,0.71,0.06,2.31,1.67,100.05万,7494.33万,17.09亿,50.56
300097,智云股份,9.11,0.22,0.02,0.89,0.50,3.43,1.32,956.26万,2.17亿,19.82亿,47.42
000963,华东医药,36.55,0.22,0.08,1.84,0.30,2.20,3.23,1.88亿,17.50亿,639.72亿,20.06
000417,合肥百货,4.58,0.22,0.01,0.66,0.01,1.48,0.66,47.03万,7.79亿,35.68亿,21.17
000668,荣丰控股,13.71,0.22,0.03,0.22,0.03,1.64,1.32,67.11万,1.47亿,20.11亿,亏损
002411,延安必康,4.60,0.22,0.01,0.44,0.22,3.34,1.97,1442.51万,14.40亿,66.12亿,413.12
600516,方大炭素,9.20,0.22,0.02,0.99,1.37,7.38,3.27,4.80亿,38.06亿,349.39亿,65.44
600773,西藏城投,9.22,0.22,0.02,0.99,0.30,2.67,2.18,2081.55万,7.46亿,68.72亿,79.52
603725,天安新材,9.25,0.22,0.02,0.11,3.10,21.21,4.24,5765.10万,2.05亿,18.95亿,77.78
300316,晶盛机电,36.98,0.22,0.08,0.30,0.06,1.46,1.36,2625.58万,12.07亿,445.97亿,68.01
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002279,久其软件,4.63,0.22,0.01,0.87,0.05,1.59,0.87,143.56万,6.39亿,29.60亿,49.77
600579,克劳斯,4.61,0.22,0.01,0.44,0.03,2.28,1.96,58.43万,4.10亿,18.88亿,亏损
000416,民生控股,4.61,0.22,0.01,0.00,0.15,5.41,1.30,366.27万,5.32亿,24.51亿,70.95
300310,宜通世纪,4.64,0.22,0.01,0.65,0.13,1.30,1.73,376.26万,6.92亿,32.10亿,121.02
300352,北信源,4.69,0.21,0.01,0.86,0.06,1.12,1.28,320.32万,11.80亿,55.36亿,71.74
600250,南纺股份,4.69,0.21,0.01,0.43,0.01,1.03,1.50,16.17万,2.70亿,12.66亿,24.74
000718,苏宁环球,4.68,0.21,0.01,0.21,0.33,1.30,2.78,3548.29万,22.89亿,107.13亿,12.55
603013,亚普股份,14.11,0.21,0.03,0.07,0.59,6.93,2.84,495.91万,6000.00万,8.47亿,13.58
000953,*ST河化,4.70,0.21,0.01,-0.63,0.02,1.70,0.85,26.48万,2.94亿,13.82亿,27.69
002858,力盛赛车,14.13,0.21,0.03,-0.14,0.10,1.10,1.14,136.59万,9723.35万,13.74亿,亏损
000886,海南高速,4.72,0.21,0.01,0.43,0.03,1.28,1.49,112.68万,9.72亿,45.88亿,41.46
605177,东亚药业,33.14,0.21,0.07,0.21,0.18,1.92,0.57,166.15万,2840.00万,9.41亿,26.22
605003,众望布艺,28.37,0.21,0.06,0.28,0.17,1.74,0.60,106.47万,2200.00万,6.24亿,19.51
300707,威唐工业,14.18,0.21,0.03,0.85,0.07,1.06,3.04,101.04万,1.11亿,15.75亿,68.63
300556,丝路视觉,19.00,0.21,0.04,1.01,0.28,2.25,1.85,445.24万,8807.11万,16.73亿,36.99
002699,美盛文化,4.75,0.21,0.01,0.85,0.05,1.70,1.69,219.86万,9.10亿,43.20亿,亏损
603889,新澳股份,4.74,0.21,0.01,0.21,0.00,0.12,0.42,1.52万,5.12亿,24.26亿,17.66
600717,天津港,4.74,0.21,0.01,0.42,0.03,2.60,0.85,255.02万,24.12亿,114.31亿,13.72
600018,上港集团,4.77,0.21,0.01,0.42,0.01,1.13,1.05,829.91万,231.74亿,1107.70亿,13.36
002407,多氟多,23.85,0.21,0.05,-0.83,1.12,4.20,3.78,1.53亿,5.79亿,138.10亿,913.12
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600466,蓝光发展,4.39,0.23,0.01,0.23,0.15,1.46,1.14,1969.09万,30.35亿,133.23亿,3.80
300330,华虹计通,8.80,0.23,0.02,0.69,0.13,3.67,1.94,187.29万,1.68亿,14.78亿,713.28
600825,新华传媒,4.39,0.23,0.01,1.15,0.04,1.61,1.37,162.67万,10.45亿,45.87亿,219.19
600278,东方创业,8.85,0.23,0.02,0.23,0.01,1.36,1.13,63.99万,5.22亿,46.22亿,34.94
600736,苏州高新,4.42,0.23,0.01,0.46,0.04,2.39,2.27,189.26万,11.51亿,50.89亿,24.82
003016,欣贺股份,8.89,0.23,0.02,-0.11,0.11,1.77,0.34,101.30万,1.07亿,9.48亿,23.83
300451,创业慧康,13.29,0.23,0.03,0.00,0.08,1.53,0.98,1075.18万,10.07亿,133.85亿,70.97
002095,生 意 宝,13.31,0.23,0.03,0.53,0.05,1.67,1.73,152.85万,2.52亿,33.50亿,130.28
002349,精华制药,4.46,0.23,0.01,0.23,0.02,1.57,0.90,86.43万,8.23亿,36.72亿,33.45
002917,金奥博,8.93,0.23,0.02,-0.22,0.03,1.31,0.79,53.69万,1.86亿,16.59亿,29.82
300245,天玑科技,8.93,0.23,0.02,0.22,0.08,2.14,1.68,216.02万,3.08亿,27.50亿,95.85
000020,深华发Ａ,8.90,0.23,0.02,0.00,0.04,1.33,0.79,72.91万,1.81亿,16.12亿,389.62
600028,中国石化,4.48,0.22,0.01,0.22,0.03,2.77,1.12,1.07亿,955.58亿,4271.43亿,17.27
002225,濮耐股份,4.47,0.22,0.01,0.45,0.04,1.40,1.12,132.26万,8.12亿,36.30亿,15.02
603030,全筑股份,4.48,0.22,0.01,0.45,0.04,2.17,1.12,103.71万,5.38亿,24.11亿,17.27
600676,交运股份,4.48,0.22,0.01,0.45,0.02,1.94,1.79,93.49万,10.28亿,46.08亿,亏损
300232,洲明科技,9.01,0.22,0.02,0.56,0.10,2.85,1.33,650.09万,7.15亿,64.45亿,43.09
002836,新宏泽,8.99,0.22,0.02,0.00,0.07,2.68,2.34,106.92万,1.60亿,14.38亿,75.49
603331,百达精工,8.98,0.22,0.02,0.56,0.04,2.62,0.89,58.47万,1.78亿,16.00亿,28.41
002218,拓日新能,4.52,0.22,0.01,0.22,0.10,1.91,1.77,522.77万,12.16亿,54.95亿,33.29
