,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
0,000998,146428.96,147313.36,119934.07,87629.95,78148.28,64084.02,61774.56,56466.15,44405.86,32242.31
1,600265,2599.76,3815.02,6639.95,7561.23,8500.73,11092.75,12242.73,13454.24,15466.43,15678.68
2,002556,95743.98,55670.13,58065.74,56562.14,54737.3,47166.96,28372.94,26335.01,17732.28,15489.03
3,002385,598029.71,477111.07,461075.93,365125.53,345666.59,290376.45,198933.51,133983.28,86947.99,54866.15
4,000713,48173.38,48383.08,45016.37,34228.24,35241.65,35789.89,40289.67,33149.73,31031.3,32411.98
5,002714,1886424.98,1354460.54,1059695.85,649999.07,297629.51,148958.45,129640.73,84920.2,50843.4,31670.59
6,002891,42774.34,43114.77,17169.54,15139.34,13927.05,9498.12,9993.98,,,
7,600371,9686.06,10973.32,12264.0,13685.65,15322.92,17669.9,21843.04,20930.94,17725.72,15839.55
8,600598,319251.97,318495.32,326185.79,362568.17,388553.92,417139.9,555712.83,592543.44,581874.77,549225.2
9,000860,300537.27,312667.77,315283.13,328329.92,257517.23,260405.57,244601.86,241693.85,221066.48,336420.92
10,600354,54716.71,49115.88,51261.02,56956.68,69433.02,73480.44,83016.99,89737.23,75138.41,64297.01
11,600506,2767.15,2863.21,2993.13,3125.21,3342.57,4980.71,5325.08,5875.31,6371.76,6822.0
12,601952,150563.58,132284.88,132945.54,123055.83,119300.74,115462.72,105606.39,95514.31,,
13,600313,64381.58,69144.98,71842.95,83621.44,73854.08,23906.25,15265.29,7263.05,5390.43,3193.57
14,603668,73142.11,40797.92,33969.47,20727.62,9645.36,8492.02,6815.82,5052.69,3969.77,
15,603336,14722.65,11016.74,11486.66,12189.73,13085.05,13332.82,14022.72,10879.48,6979.44,
16,300189,17462.05,20076.05,31774.96,30575.41,32454.59,29312.68,16641.05,8903.76,3207.73,3213.14
17,600108,124660.73,131300.12,133393.79,134786.42,143299.51,140347.49,81877.54,58813.97,55863.2,50279.54
18,002746,95435.98,83218.73,80647.23,76617.9,67335.35,63468.66,39749.79,40385.06,,28404.77
19,002041,61128.74,64920.59,62293.27,54382.85,55952.21,56316.53,55076.44,56551.16,37943.8,36726.64
20,002157,989545.56,923605.97,666345.51,491875.69,445259.39,305220.86,217934.72,127679.57,97232.47,78866.64
21,601118,180315.59,158976.25,164247.46,162142.68,155412.6,156751.22,149623.31,112896.14,107083.46,74347.65
22,002311,629169.23,454951.49,376086.35,311296.88,277588.52,256393.59,251192.86,209943.1,113540.21,62431.11
23,300498,2273304.19,1825010.56,1443837.23,1137052.27,936977.39,802611.54,628623.22,470626.56,354747.21,312999.35
24,002299,986946.08,921372.44,917344.65,821517.1,740611.81,609851.39,467249.75,369544.96,278305.67,161488.7
25,002696,84452.0,65471.28,73632.63,72319.62,61315.56,52817.59,30022.58,23830.18,17589.2,16610.19
26,002124,313505.39,205647.96,142929.03,74042.16,68706.22,67311.87,62416.06,37717.01,39609.96,31867.07
27,600359,56096.55,59246.46,54182.71,92701.17,65576.85,66716.88,67885.19,70404.53,83958.7,85282.18
28,002086,142698.01,136193.18,136308.86,136313.87,132780.75,135791.1,133804.11,129772.22,115810.73,105140.65
29,002240,193736.17,148629.65,122831.89,123888.97,137768.25,158498.81,172266.51,188399.91,207385.94,215191.6
30,600076,110400.64,116305.3,100909.34,98899.34,86817.37,259.4,311.79,243.34,289.68,937.87
31,300094,107506.03,43331.52,37514.74,30787.6,32140.26,33160.02,47702.64,44727.26,27279.39,25473.26
32,300106,40254.46,43390.05,80674.64,64415.36,62737.35,54212.57,49444.84,46067.44,25325.99,17034.16
33,002200,3862.44,6537.44,8171.96,8444.38,12322.63,12790.03,10673.95,11086.17,11917.39,18112.13
34,600275,1207.12,1112.13,1149.96,4507.68,4482.72,4533.74,4482.07,5317.57,16012.96,16848.46
35,000592,34790.03,33504.33,20739.84,22369.45,23359.1,24656.53,26410.76,23728.43,27190.77,26867.66
36,300087,20643.51,21037.34,20162.24,20298.0,22288.61,17880.81,12323.99,6047.37,4320.51,2644.42
37,002069,92989.1,100100.49,104381.2,109153.03,124717.63,129109.54,84200.28,66263.92,61628.92,56728.84
38,002234,127569.56,132149.31,117390.36,96934.46,84133.89,79543.88,65026.15,66659.37,59967.03,51311.79
39,300313,26961.56,32895.2,34808.34,37476.02,38331.75,22652.05,7493.12,6682.76,5310.63,4013.42
40,600540,38000.12,37872.58,72374.93,72375.49,76700.31,81897.94,50944.95,46948.33,51270.79,52419.83
41,600467,342568.82,350345.51,320766.11,319018.26,251278.24,239371.84,219302.25,185865.54,124648.27,115992.32
42,600257,24674.06,21503.61,21857.74,20873.64,19666.63,18333.35,13912.6,13613.67,20390.59,21315.55
43,002679,2028.61,2097.0,1849.69,2120.32,2310.66,3149.41,2354.74,2044.04,328.84,287.6
44,300262,19913.4,16243.44,15674.89,9440.91,8126.56,8523.93,8518.87,441.31,490.48,179.04
45,300761,210423.14,140247.68,126056.89,107277.3,89732.62,76621.02,70778.0,55563.48,,
46,600097,89483.24,96421.31,56541.74,64591.86,66800.25,74021.94,69911.47,67623.05,62227.03,71410.63
47,002321,180619.1,208625.82,189904.52,167990.46,140669.04,134093.54,112805.57,110504.96,112913.47,79268.45
48,000798,40250.78,31139.58,33452.6,26810.42,29836.03,25931.61,25821.56,25805.74,22369.18,20705.53
49,000663,78591.74,84754.06,81246.31,37343.71,45896.59,34858.55,36510.57,39299.93,44120.04,12857.09
50,600975,52807.28,53766.41,55886.59,58562.27,57810.26,55596.78,27291.93,21026.69,20959.82,21834.28
51,002458,141342.81,118562.0,108031.63,95389.63,86154.21,87439.74,81567.67,66085.59,45662.14,38281.59
52,002688,87597.62,80560.98,71876.17,67102.09,52572.02,47920.8,30900.47,29991.96,30839.88,31569.15
53,002100,321517.31,171491.37,155633.93,130312.35,126987.05,108022.42,98141.73,76532.86,57724.13,52733.4
54,000735,260383.7,246843.58,203421.09,164116.07,139660.99,95869.53,65643.62,80937.04,85501.85,80737.12
55,600965,44713.02,60883.55,55132.26,54290.19,57792.61,51006.67,38794.75,26806.66,25721.58,26122.56
56,603363,166866.51,120985.76,71882.36,55049.8,33138.34,16729.08,10923.19,,,
57,300511,246971.55,237227.23,243248.41,119615.63,110838.26,100224.46,97271.81,94823.34,43695.8,
58,002505,310338.46,294762.51,329630.25,174453.3,65923.44,52299.84,52900.41,44058.61,31155.49,5081.68
59,002772,205883.31,179632.15,121903.76,77027.82,56326.0,43615.99,34826.68,26270.54,18060.9,
60,300143,15696.68,15152.46,10512.44,469.34,40407.14,44750.23,51351.86,44224.81,21257.61,18125.21
61,600189,94412.11,100511.12,99311.91,38149.38,119725.67,126694.11,112371.4,95978.12,100483.67,101808.69
62,200992,53967.89,51433.28,52597.53,41568.35,42984.68,41159.62,38199.6,37474.81,26482.98,26882.91
