,¹ÉÆ±´úÂë,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
0,000998,214984.77,265680.23,199924.71,143755.62,122377.21,79879.26,49133.5,39208.53,25789.41,14666.88
1,600265,-38958.94,-39301.75,-39822.53,-36726.56,-40097.51,-30992.63,-26419.87,-27840.76,-17121.77,-3647.54
2,002556,95986.7,75790.06,67486.62,59184.12,54001.39,43028.68,34611.5,31494.76,31345.97,24621.68
3,002385,470605.85,452118.14,470411.56,374230.58,314147.15,264594.55,207782.22,150129.2,97782.56,60102.5
4,000713,52846.57,47796.09,42530.44,41962.44,40889.74,39734.28,34819.54,31529.7,26346.58,23818.27
5,002714,1011380.67,434296.07,486895.05,334263.37,140492.88,85503.86,83799.31,62969.2,36284.17,7663.27
6,002891,25670.43,21325.93,17034.73,12183.57,7655.52,2307.75,8680.05,,,
7,600371,16726.63,15345.25,15508.38,12874.08,7968.18,10499.55,10056.25,20724.22,18154.28,14099.95
8,600598,81230.98,79487.67,44157.85,35046.46,24668.78,33489.66,-46491.09,2057.15,65860.08,58825.96
9,000860,336067.73,272576.49,222011.65,195386.7,167071.69,139571.32,110968.94,95408.96,93507.38,77829.71
10,600354,-92877.27,-75881.88,-54124.16,-56684.72,-31280.86,-33515.38,321.55,-1412.19,11497.48,9931.72
11,600506,-13181.59,-12409.15,-12861.93,-13935.88,-13169.54,-13407.11,-11899.17,-12378.33,-11816.87,-12325.25
12,601952,221715.96,195035.63,160044.9,129447.37,102683.82,78163.42,46224.25,8109.24,,
13,600313,-7728.37,-9546.76,-12492.59,19274.87,17449.24,13212.51,2745.95,-1543.74,-3956.3,-4754.12
14,603668,35630.21,32757.56,28123.44,21499.13,16710.67,12946.65,9196.4,5037.14,3659.87,
15,603336,42647.01,37186.72,33612.62,30201.03,24384.73,18405.02,14026.11,10216.2,5636.41,
16,300189,-27096.93,7834.85,8982.24,11128.81,9629.91,8958.78,19086.48,16807.11,16092.4,10574.13
17,600108,198747.66,189329.81,182661.17,174576.92,168446.12,160636.41,137255.78,107378.02,65938.48,55773.22
18,002746,175332.29,99619.75,70129.46,63608.18,42455.75,40200.02,36464.49,31846.33,,6455.4
19,002041,163550.21,160538.63,167111.55,157339.86,117246.0,145373.76,115447.09,86920.4,65580.89,46298.45
20,002157,337139.0,207884.13,200916.47,162370.14,70708.68,34359.44,32477.94,37898.04,35544.09,21388.96
21,601118,-764.24,-10535.26,-28685.45,-2281.0,-8303.35,91454.21,97526.16,103124.5,108359.66,72038.44
22,002311,493748.06,387865.64,297352.03,232440.51,195867.18,145138.33,119150.57,100750.05,67351.18,40872.82
23,300498,3094261.46,2101733.97,1992832.24,1863917.17,1138738.83,581587.83,382625.6,509858.8,670153.11,326787.76
24,002299,444379.79,193178.82,56952.75,64790.02,1215.24,39994.12,33093.47,55068.42,85327.93,53787.06
25,002696,12117.53,40604.9,44623.71,35469.64,31339.49,28423.78,24911.39,22948.67,14819.45,8653.75
26,002124,27840.22,18773.85,83701.13,67698.94,36917.58,28486.69,27574.67,18420.7,16312.47,15560.16
27,600359,-89417.21,-90217.14,-68440.64,-71818.75,-56674.54,-58017.48,-60050.4,-61941.29,-64845.7,-543.52
28,002086,-118449.49,-16350.1,62465.0,51091.36,45928.21,41533.13,38036.28,32750.68,28550.03,19883.86
