,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2017-05-03,李瞬,1000,--,--,二级市场买卖,马洪,董事,配偶
1,2017-03-24,李瞬,500,--,--,二级市场买卖,马洪,董事,配偶
