,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2006-12-31,王晓东,55050,--,55050,二级市场购买,王晓东,董事,本人
1,2006-07-05,王晓东,55050,--,55050,二级市场买卖,王晓东,董事,本人
