,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2018-07-17,吴健,1500,10.36,1500,二级市场买卖,吴健,监事,本人
1,2016-12-31,李福成,100473648,--,128137155,增持,李福成,董事,本人
2,2015-12-31,李福成,10006770,--,27663507,增持承诺,李福成,董事,本人
3,2015-08-27,李福成,2480000,10.90,27663507,二级市场买卖,李福成,董事,本人
4,2015-08-25,李福成,7526770,11.21,25183507,二级市场买卖,李福成,董事,本人
5,2013-12-31,李福成,13582105,--,13582105,重大资产重组,李福成,董事长,本人
6,2013-12-31,李高生,13582105,--,13582105,重大资产重组,李高生,副董事长、总经理,本人
