,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2007-12-31,王道刚,-120000,--,0,年初持有内部职工股，所持股份在上市后即减为0 股，2007 年4 月13日公司股东大会通过决议其任公司第五届监会监事。,王道刚,监事,本人
1,2007-06-30,王道刚,-120000,--,0,年初持有内部职工股，内部职工股上市后即减持为0,王道刚,--,本人
