,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2016-04-22,濮炀和,39000,--,--,买入,濮韶华,监事会主席,父母
1,2016-04-22,濮炀和,-37000,--,--,卖出,濮韶华,监事会主席,父母
2,2016-04-22,周劲伟,-12300,--,--,卖出,周劲望,董事,兄弟姐妹
