,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,张家港,,棒棒哒，很不错哟,1111249549,GGq915992286,5.0,2
1,遂宁,2,嗯很好看的吧,1111241884,虹妹儿呀i,4.0,2
2,廊坊,,蛮感动的，最喜欢的是豪七的那个片段,1111239823,Fadeouttt,4.0,3
3,南京,,挺好看的！！,1111239221,耶斯莫拉不鸡丢,4.5,2
4,武汉,,没来得急看完,1111238310,upB477575301,5.0,3
5,西安,,还阔以，，，,1111187864,河豚ing,5.0,2
6,西安,,宠爱…看了之后才知道宠爱的意思！,1111235192,IMx209403118,4.5,2
7,南昌,,"好看
，还不错",1111227529,吴森霞,4.5,2
8,深圳,,谢谢你们给我带来快乐,1111229027,ipT633640676,4.5,4
9,忻州,,好看。。。。,1111187556,SNo831753192,3.5,2
10,乌鲁木齐,2,特别好 '不错,1111220907,ZrS587214581,5.0,3
11,滨州,1,非常烦烦烦b b b b b,1111220832,joF704211223,5.0,2
12,湘乡,,吵好看哒～～,1111223269,Wsv837358311,5.0,2
13,毕节,,非常好看的哦,1111224128,oAX881750438,5.0,2
14,阿克苏,,挺不错的   推荐,1111221419,wtf天天麻辣,4.5,2
15,南昌,,是一部挺好看的电影,1111216967,EUg619580568,4.5,2
16,淮南,2,最重要的是今天的心情,1111216939,汝汝。297,4.5,3
17,重庆,,好看好看！！,1111137583,EOv323373498,5.0,2
18,太原,,？度，哦？我,1111220266,lYS602854887,4.5,2
19,上海,,挺好看的 狗狗那里很感人,1111220210,芝士奶油莓莓,4.5,2
20,株洲,,不记得了！时间太久了,1111205150,Jgd347692916,3.0,3
21,大连,,好看！！！！,1111217558,ClN972159241,5.0,2
22,丽江,2,很好看，离我特别近,1111191948,珣寻觅蜜,4.5,2
23,哈尔滨,,还不错啊哈哈,1111214535,肇臣,5.0,2
24,南阳,1,为木子洋看的,1111215337,退休工人郭刚强,5.0,3
25,保定,,非常满意的一次,1111217082,VKO833799162,5.0,2
26,镇江,2,还可以，没事做看看电影,1111197304,MYl988825097,4.0,2
27,常州,,不好看，有点无聊,1111188934,晴歡,3.0,2
28,济南,,太好看了吧哈,1111188746,yovn1003,4.5,2
29,杭州,,非常的好看。,1111188708,Ebz260426751,5.0,3
30,天津,,总体来说还不错,1111212198,nMV862592205,3.5,2
31,北京,1,哦……，你吗,1111209416,非人0豪,3.0,2
32,宿州,,还不错，挺好的。,1111187001,UlM607950015,5.0,2
33,长春,,好挺好的！！,1111204726,Y118M000,5.0,3
34,临沂,,喜欢，大林子,1111178854,钟意你.z,4.5,2
35,北京,,暖心，尤其陈伟霆和钟楚曦那个故事,1111199921,UUj992260182,4.0,5
36,乌鲁木齐,,挺好的，挺有看点的,1111202806,Rlp358120677,4.5,2
37,贺州,,有点小搞笑，,1111203441,rdW159956431,3.5,3
38,芜湖,,"总体感觉很好
",1111191172,爱鹿哎,4.5,2
39,亳州,,和她的第一天认识，,1111201457,XWT394359782,5.0,2
40,海口,,挺感动的，还可以,1111191120,axr117710260,4.5,2
41,长春,,很搞笑 很温暖的电影,1111178538,李静lllll,4.5,2
42,阿城区,,嗯，bu cuo,1111194975,林林今天也饿了,5.0,2
43,三亚,2,第一次参加路演呀～见到子枫妹妹了！！！好开心好开心好开心！,1111189133,I听见下雨的声音I,4.5,1
44,廊坊,,特别好看，很感人,1111198538,zrK928158005,5.0,2
45,南通,,喜剧吧 确实很开心 不太现实 没有深层内涵,1111194907,雅思12,3.5,2
46,杭州,,一般话说回来了,1111189064,LlI429266471,3.5,2
47,南京,2,👌👌👌👌👌,1111195637,李老伯。,5.0,2
48,昆明,,可以哟，欢迎,1111156717,bCx653347377,5.0,2
49,六安,,挺好看的。可以去看,1111194482,Srs291249996,5.0,3
50,安阳,,"好看，特别搞笑
",1111195170,fMM578677908,5.0,2
51,秦皇岛,,非常的感人 催人泪下,1111171709,CQd583876254,5.0,2
52,南京,1,电影《宠爱》,1111192303,颖酱三百斤,5.0,1
53,丽水,2,可以去看看。,1111186958,就是。萌,5.0,2
54,吉安,1,看过 已分手,1111193231,梅西x,3.5,2
55,淄博,1,挺好看的。。,1111190443,原来43,4.0,3
56,吴江,,超级好看的电影,1111181994,HCu822692999,5.0,2
57,利辛,,还可以啊，超甜超有爱,1096934471,太久没故事,3.5,2
58,忻州,,感动哭了 狗子超暖心,1111161315,可爱多1014,5.0,2
59,昆山,,还可以就这样吧,1111170802,eAO363956840,4.5,2
60,台州,,。zzzzz,1111174274,introuu,5.0,2
61,龙岩,,就这样了就是跑的有点远,1111152647,WLR865563806,3.5,2
62,长春,2,爱了爱了，推荐呀,1111151566,难逃月色🌙,5.0,2
63,银川,,好看好看视频,1111165907,Akayww,5.0,3
64,商丘,,还不错，想去看的可以去看,1111164949,uniquejingling,4.0,2
65,鹤山,,很好看、OK,1111166631,张冼苼,5.0,2
66,南京,,挺不错的，很治愈,1111151362,PQR880489199,4.0,3
67,广州,,一般般咯，还行,1111165183,Allen0606Min,3.5,3
68,重庆,,🥰🥰🥰🥰🥰,1111167080,sushan.,4.5,2
69,惠东,2,刚刚好看这个电影时跟现任分手了一起去看的,1111160330,珊珊,5.0,3
70,苏州,,好看 很感人,1111157551,—槱—森—,5.0,2
71,郑州,1,一般吧。。。。,1111154555,Atkamk,4.5,1
72,北京,,影片很感人.,1111070448,DEj270978784,5.0,2
73,绵竹,2,狗狗是人类最好的朋友,1111121938,酒暖回忆思念瘦xx,4.5,2
74,青岛,,好看(｡･ω･｡)ﾉ♡,1111133342,芊芊忏悔qtc,4.0,2
75,济南,2,还不错吧 挺好的,1111145004,魏宥熙,5.0,2
76,青岛,,棒棒棒gan j,1111144167,HiF174651035,5.0,2
77,南京,,超级好看好看,1111143139,汤源0701,5.0,1
78,北京,,还可以吧，和朋友一起,1111138997,RzM145203408,3.5,3
79,天津,1,好看？。？？？？,1111139553,YOUNGBLITZZ,4.5,2
80,延安,,还挺有意思的,1111121437,NUq687200291,5.0,2
81,大庆,2,tai hao k,1111138555,达令395,5.0,4
82,寿光,2,好看，。。。,1111112700,张文雨9191,5.0,2
83,青岛,1,和对象看的，对象现在没了,1111138019,三月丶烟花未至,3.0,4
84,珠海,,还不错。  ,1111135369,亚洲金童博格丁,3.5,2
85,襄阳,,还行吧  一般,1111070183,FFj710240458,3.0,3
86,大庆,,真的很好看！,1111130698,xyT587488147,5.0,2
87,蓬莱,2,各个故事交织，豪七最在我的点上,1111112625,玛格丽特的小星星,4.5,3
88,泉州,,太感人了呜呜呜呜呜呜呜,1111112587,emmm饿饿饿饿饿饿,5.0,2
89,溧阳,,有爱的人在一起,1111135205,vitamin_88,4.5,2
90,无锡,2,爆米花电影 合格了 也温情了,1111121024,哇哇念,4.0,2
91,广州,,还不错吧，挺好的,1111112525,村头那个小花,5.0,2
92,郑州,,习惯性好评吧，没有我期待上的点，狗狗表演的很棒,1111135004,旅行者一号v1,3.0,2
93,合肥,,吴磊和子枫很配,1111132131,夜微星辰,4.5,2
94,沧州,,好看特别好看,1111123724,btJ958807338,5.0,2
95,南宁,2,棒极了呢 好看,1111127240,格子小了,5.0,2
96,赤峰,,真的一般般！,1111114179,SBb727159440,2.5,3
97,汕头,,非常好看 值得推荐,1111112090,MT何开心,5.0,2
98,重庆,,还不错   。,1111123151,poison332288,4.5,2
99,高密,,好看哦哦哦哦,1111122308,刘富尧6,5.0,2
100,长沙,,烂片啊，看了一半就走了,1111097674,彭彭彭于晏呀啊,0.5,2
101,杭州,,太…一般了惹,1111102138,sPu661376109,2.5,3
102,济南,2,好看，太好看,1111092597,nKv748296773,5.0,2
103,滕州,,哈哈哈哈哈哈哈哈江湖救急就,1111092541,wXW551393325,5.0,2
104,海门,,还可以吧……,1111110044,tdJ207873787,2.5,4
105,荆门,,挺好挺好，推荐,1111091236,PAj683260715,4.0,3
106,肇庆,2,狗狗猫猫是我们的朋友 我们要好好对待它们 看了这部电影 我想起了曾经陪伴我的朋友们 我的小狗 小猫们 我一直想你们,1111092128,alxy,5.0,3
107,株洲,2,好看！！！！,1111078824,ℳ城春ℱ,5.0,2
108,福州,,有点感人..,1111101242,劉娃娃,4.0,3
109,鞍山,2,好好好好！：,1111096830,i蜜糖妹妹i,5.0,1
110,沈阳,,恩非常好看啊,1111101043,ahp270805920,5.0,3
