,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,长沙,,一般般子。。,1111264881,美女0219,2.5,2
1,洛阳,1,挺好的，挺悲伤。,1111265685,wobushiOutman,4.5,1
2,葫芦岛,2,非常好看喜欢,1111266166,Rnz512290805,5.0,1
3,石家庄,,情节挺好的 喜欢,1111237765,su宇a,3.0,1
4,成都,,很好看，喜欢,1111256648,Green.xyh,4.0,1
5,兰州,2,很有深意，值得一看,1111256614,67四十二,4.5,3
6,五常市,,很好…………,1111237548,一只小白兔、,4.5,2
7,青州,1,值得一看的一部电影,1111248927,eiS348209153,5.0,1
8,哈尔滨,,挺好不错。。,1111248780,酷酷的阿研,5.0,2
9,武汉,,以前看过原著，这次来看电影，任敏的表现力非常棒👍🏻。,1111249954,bEp525023711,4.5,2
10,肇庆,2,好看，章若楠依然很爱我,1111248487,Miss88555,4.5,1
11,西安,,很喜欢这部电影,1111237175,缘修百年,4.5,4
12,重庆,2,"……………
",1111245759,Tcd874628231,5.0,2
13,南京,,牛逼好看😊,1111226775,脑子没有泡泡,4.5,1
14,铜仁,,好看得很喜欢,1111247646,URh551854397,5.0,1
15,丽水,,还行吧。。。。,1111230920,小锴小辰,4.0,2
16,九江,,很好看 看了好几次,1111229617,三毛北鼻嘿,4.5,4
17,长沙,2,己所不欲勿施于人 不要把自己的快乐建立在别人的痛苦之上,1111224998,HLT884,4.5,1
18,广州,,很感人，值得推荐,1111229056,wwz745737532,4.5,2
19,邯郸,,太抑郁了吧😿,1111137693,ocv974685957,5.0,1
20,渭南,,个人感觉比较好看,1111221885,Ivs649272766,4.0,2
21,邯郸,,看的也非常感动，抵抗校园暴力！！,1111227082,韩xinyuxixi,4.5,2
22,德州,,喜欢喜欢-？？？,1111223056,lz2246112065,4.5,2
23,商丘,,哈哈哈还不错,1111217854,Mx6896,3.5,1
24,西安,,好值得一看好,1111215739,gmE252980581,4.5,2
25,大连,,好看！！！！,1111214820,ClN972159241,4.5,2
26,南通,,满意，人太难,1111217302,YeD851123679,5.0,1
27,昆明,,整部电影可以 看进去了,1111211483,I个小人儿,5.0,2
28,合肥,1,挺好的…看着还可以,1111211071,hole1169,5.0,1
29,沈阳,2,值得推荐 很好,1111203972,wAn128700070,4.5,1
30,哈尔滨,,针不戳啊啊啊,1111207274,简单明了的网名,4.5,2
31,重庆,2,剧情一半一半,1111156961,林亦956,2.5,1
32,澄迈县,,女主被校园欺凌 被诬陷杀人 连最最信任的人都不相信她 最后跳河了 太好哭了这部剧,1111201618,萬事勝意.208,5.0,1
33,深圳,2,哭了看哭了咯,1111203347,慧发财哇,4.5,2
34,临汾,2,特别喜欢任敏,1111178679,foR773559623,4.5,1
35,赤峰,2,情节太现实了,1111203073,H九七射手,4.5,2
36,南宁,2,超棒的！！！！！,1111194746,初心酱,5.0,3
37,绥化,,好(✪▽✪)好的好的,1111156718,小明哥218,5.0,2
38,绍兴,2,我真的超级爱看这种题材的电影，超好看,1111192692,惠蜜i,5.0,2
39,沈阳,,挺好，演员颜值清纯，剧情饱满。,1111168958,IXs375829592,4.0,1
40,临泉县,2,非常好看的话,1111156652,Qian.06,5.0,1
41,赣榆,1,在线播放音乐学院声乐系,1111169809,阿政hq,5.0,1
42,寿光,,哈哈哈就健健康康看,1111193457,UKV603509133,3.5,1
43,武汉,,可以..还好,1111190603,Pxp756728344,4.5,1
44,咸阳,,很好很有意思,1111186632,等风来阿杰,5.0,3
45,佛山,1,蛮好的一部片子，只能说郭敬明太会了，因为最近要去看他导的另一部作品所以来复盘一下《悲伤逆流成河》，真的当初没去电影院看就太可惜了，整个作品从两个家庭反应出生活在低谷里的人和生活在高处的人是两个世界，从易瑶和唐小米反应出校园BL，又从唐小米反应出妒忌、虚伪，从另一个女同学（记不得名字了）反应出一个旁观者的怜悯但我感觉只是单纯的潜意识善良而已，如果她坚持站易瑶这边，就会有很多人帮助易瑶，感觉也反应出她的冷漠，然后字数有限就透那么多，还请移步解说或者其他软件观看！真的不是吹，是真的棒！你可以不喜欢郭敬明这个人，但你不可以否认他的作品哦！（文笔不是很好，又不到位的地方轻点喷！！）,1111178068,老年腰鼓队成员,5.0,1
46,银川,,凑合吧算是，，,1111184401,卢鵬.,1.5,2
47,南昌,1,三观就不正确,1111184256,ZaL380129882,2.5,1
48,成都,,值得推荐，，,1111161725,君临天下zz,5.0,1
49,怀化,2,剧情很好 特别是女主演技炸了,1111182040,Flechazo.,5.0,1
50,阜阳,,看着不错，很怀念,1111170890,Aqe284115978,4.5,2
51,新乡,,故事阐述的就是校园暴力,1111174403,小学生在此,3.5,2
52,长沙,,挺好看的啊，，，，,1111152724,嘉儿9999,5.0,2
53,深圳,,剧情蛮好，好评,1111175060,KYN819746672,4.0,2
54,西安,,不错，物是人非,1111165945,HReateat,5.0,2
55,咸宁,,OKOKOK,1111152558,点份meishi778,5.0,2
56,社旗,,hao ren,1111164587,WangYanNan81,4.5,2
57,靖江,,可以！！！！,1111158541,Yy吃不饱哦,4.5,4
58,郑州,,挺好的，任敏和章若楠真好看很有灵气,1111145770,F薯片,5.0,2
59,杭州,2,好好好好，？,1111147405,吃货小婧。,4.5,2
60,安康,1,好看的很咋办啊,1111147401,讲给时光听965,4.5,2
61,长春,,很感动好看的,1111135999,王虹宇WWW,5.0,1
62,昆明,2,说不上来的感觉,1111129883,SVf336960525,4.5,2
63,重庆,,电影很不错，看了有很大的启发。,1111130821,请准时送餐gg,5.0,2
64,衡阳,,因为小说而去，不错的很感人,1111128763,EJQ319359854,5.0,1
65,深圳,,我太感动我都哭了,1111112459,ZHN962758446,5.0,2
66,南宁,2,愿这个少一些暴力，多一些善良。,1111126771,初见只是微笑,5.0,1
67,南京,1,可以666非常好看,1111111079,HDP舍得,4.5,1
68,庄河,,很不错！很不错！,1111119561,麻烦快一点233,4.0,2
69,鹰潭,2,仙人掌开不了花 没办法让人捧在手心,1111062042,好爱睡觉.,5.0,1
70,长沙,,还不错，挺好看的,1111081025,wAt850363194,4.5,1
71,苏州,,非常不错哦，值得观看。,1111057577,爆炒小龙虾哦,5.0,2
72,白山,1,fei chang ha,1111043731,A王局长,4.5,2
73,银川,1,好看，值得推荐,1111058768,月印洛飞,5.0,1
74,荆门,2,很好！。。。。,1111061349,叶子丫oO,5.0,2
75,砀山,,你到家三门峡。姐姐,1111034370,MYR572715076,5.0,2
76,重庆,,各位演技都棒棒的，感触很深,1111049151,你看我几分饿,4.5,2
77,玉溪,,我觉得挺好的啊,1111040254,可爱的米宝宝,5.0,2
78,张家口,,谁看谁哭的神剧,1111033739,D泥蝶,5.0,2
79,晋江市,2,关于青春 校园 暴力 ,1111032239,-Coisini,5.0,1
80,仙居,2,改编后的剧情没有那么黑暗 却也还是很现实 易遥的妈妈拉着她的手 说妈妈带你去看病的时候和最后易遥没了的时候 妈妈的反应 给我的感觉是最深的 无论世界对我再如何不堪 总有一个人默默爱你,1110999309,月亮,4.0,1
81,沭阳,,看完好难过啊,1111006280,怀特希斯曼,4.5,1
82,荣成,2,"好看很好看
",1111013610,yUp351641131,5.0,1
83,无锡,,一般般吧。。。。,1111009796,眼里已存山河909,4.5,1
84,绍兴,2,看哭了，还不错,1111005791,chaeuhui,5.0,1
85,重庆,,很好看！！！,1111005545,Yfs659202785,5.0,2
86,清河,,超好看！感触超深看哭了,1110989544,gBA390186951,5.0,3
87,宣城,2,仙人掌不是花  没办法让人捧在手心上.,1110989334,仙渡.,5.0,2
