,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,深圳,,hao kan,1111258465,LVr558285236,5.0,1
1,丹东,1,场面很大，拆弹专家很危险的工作。可惜⊙ω⊙刘德华最后牺牲啦！,1111216446,大鹏展翅930,4.0,5
2,深圳,,好看，不错值得大家关注，关注。,1111156581,jackyzhong418,4.5,1
3,广州,,不错哦，好好看,1111181875,mVT317927505,5.0,1
4,扬州,1,很不错，我喜欢,1111160633,清风明月,5.0,5
5,威海,2,很好看，情节很精彩,1111145572,六六小公举i,4.5,1
6,深圳,,毕竟是看哭了我的电影,1111132542,像不像风呀,3.5,1
7,普宁,1,不错 哈哈啊哈,1110993887,Barry6688,5.0,1
8,乌鲁木齐,,华哥的影迷支持华哥的作品👍👍👍👍👍👍👍👍,1110875536,aLs516563736,5.0,1
9,成都,,太久之前看的了,1110832867,AvI855006641,4.5,1
10,杭州,,还可以吧，错过了时间没看成,1110736002,桃花岛药师,4.5,2
11,成都,2,挺好 最后感人,1110718828,HuangGegi,4.0,1
12,孝感,,还可以，继续,1110693207,阿鱼有水,5.0,1
13,金华,1,好看，喜欢男神,1110655309,许Leon,5.0,1
14,盐城,,刘德华，演的好,1110604411,琳钮,4.5,3
15,上海,1,还可以的哦……,1110558407,无颜606,4.5,1
16,郑州,,还行吧，不是特别震撼,1110549810,skakameng,3.5,2
17,杭州,,很喜欢刘德华,1110551077,LJM李呀军梅,5.0,2
18,襄阳,2,很好 偶像刘德华帅,1110528514,Single大雷,5.0,2
19,青岛,,华仔永远是完美的～最爱,1110504499,sunnyzhao520,5.0,1
20,杭州,,惊险刺激    ,1110515087,BUT171114818,5.0,1
21,重庆,,要回家就不回家你回家你几级,1110468283,zsq149293394,5.0,2
22,安阳,,超级无敌好看，值得推荐,1110450024,zhoushujian007,4.5,1
23,清丰,,好看！很喜欢刘天王,1110424040,_qqvwt1436091430,5.0,1
24,贵阳,,很有专业精神,1110409491,luxxll,3.5,1
25,金坛,1,非常好看，完了,1110353653,林城炫,5.0,2
26,大连,2,永远的刘德华,1110334928,姐  任性,5.0,2
27,温州,1,好看。。。；；；,1110345155,Nha820357798,0.0,3
28,珠海,1,归来吧好说话啊我在这里面的好看不,1110345125,RnD454880857,3.5,1
29,青岛,1,很好看，期待第二部,1110330987,诸葛包青应既步,5.0,1
30,重庆,1,总体感觉还可以,1110326923,尨浩晨,3.5,1
31,红河,,好，非常好！,1110325663,zRH869168736,4.0,1
32,恩平,,支持华仔哥！,1110275763,一本万利荣,3.5,2
33,西双版纳,,非常的哈哈哈哈,1110220255,二爷『』,4.5,1
34,湘潭,,好像很少拆成功过,1110182309,TCD591361865,3.5,2
35,天津,,太紧张了 全场最佳,1110183082,精力51314,4.5,2
36,长沙,2,喜欢这部电影，有刘德华.,1110175210,Baj207422291,4.0,2
37,常州,1,刘德华的电影都喜欢看,1110142254,敏君728,4.5,1
