,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,昆山,1,经典，情怀。,1111226551,阿一古酱,4.0,2
1,江山,1,还行吧。。。。。,1110868938,晴空细雨myh,4.0,2
2,南昌,,这部电影很有纪念意义,1110696043,nRs511656787,4.5,1
3,武汉,2,还不错啊哈哈,1110681087,jla674144909,4.0,1
4,无锡,2,特此好看好看特别好看,1110665994,原来是雅文,5.0,1
5,上海,1,还挺不错的挺好看的，经典片子,1110558182,无敌猪公,4.5,2
6,重庆,,挺好的，太棒了,1110454449,安仔yya,4.5,1
7,台州,,好看好玩的地方,1110187887,骆开胜,5.0,1
8,汕头,1,好看期待下一步,1110157018,Aaa2481988,5.0,1
9,北京,,喜欢这类似的电影！超赞👍🏻👍🏻👍🏻,1110032950,SiA307740982,4.5,2
10,南京,,一般不怎么爱看这种类型的片子,1109902228,vzv558864548,1.0,1
11,呼和浩特,2,好，追求刺激得感觉,1109554494,亻尔是不是傻,5.0,2
12,深圳,,一直以来的最爱,1109451293,_qqs751383901789,4.5,3
13,武汉,,速度与激情一部也不会漏掉,1109400394,Ricky丶Ja,4.5,2
14,淮安,,整体上还不错,1109370404,妙用恒沙,5.0,1
15,漳州,1,好看特别不错,1109359823,一个大西瓜哟哟哟,4.5,2
16,苏州,1,好看  剧情不错  特效很高  值得去一看,1109281270,qqqq_201,5.0,2
17,昆明,1,值得推荐啊！,1108783843,老王1201,5.0,1
18,无锡,,。不是我看的不知道,1108435297,sla沙拉,2.5,2
19,昆山,,燃，充满激情,1108341656,Qznx,4.0,1
20,长沙,,大片既视感～,1108168353,wuyiwendy,4.0,2
21,湛江,,好看，喜欢这部电影,1108154020,Kks668789977,5.0,2
22,连云港,,好看感觉非常好,1107509914,zMB328327381,4.5,1
23,新民,1,See you again  致敬保罗  感觉8还没有7好看,1107485962,BrT318938859,5.0,3
24,海盐,1,电影很好看。,1107471238,garychan0327,4.5,2
25,珠海,1,十分好看，值得一看。,1107434787,丶斌o,5.0,2
26,广州,,享受刺激快感,1107197948,爱已然过期,4.0,2
27,长沙,,和同学一起来看的，感觉真的惊险和刺激,1105804284,我是好兆头,5.0,3
28,芜湖,1,挺好的 不错 ,1105813528,般薄kukuku,4.0,2
29,徐州,,不好看，太垃圾了。,1105747810,ntk580000195,2.0,2
30,重庆,,不错哟，很好！,1105542956,Gsb39889780,4.5,1
31,天津,,好，非常精彩,1105295150,果果妈5210,5.0,1
32,潍坊,1,和最爱的前女友一起看的,1105254934,卿以为然,5.0,1
33,,1,凌晨首映刚看五分钟睡着了，睡醒了演完了。,38657854,血鸡额受,5.0,1
34,宝丰,1,保罗，再见了,1104652712,KxO597941469,5.0,4
35,北京,,特技效果好。,1104497571,GLX693089997,4.0,3
