,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,惠阳,2,这么帅的老公！还要出去找情人？！,1110707914,sosadtoday,5.0,5
1,常州,2,"一部让悲观着继续前行，无助着得到力量，迷茫者开始思考，绝望者看到希望的电影。
坦然接受当下的环境，就像主人公安迪一样，通过自身优势去改变现状。在众目睽睽之下收集证据，十九年挖了一条地道，爬过五百米下水道，改头换面，重获新生。
信念是很可怕的一股力量，即使身处绝境，只要坚定信念，也能绝处逢生。
不管身处什么样的人生阶段去看，都能有不同的体会，自由，尊严，希望，信念……",1109951822,祁喋喋,5.0,2
2,苏州,,"房顶和播音室的享受自由，日复一日的为自由奔走，到最后从下水道出来的那一刻，安迪的自我救赎是用时间和智慧换来的。
如果等的话要花一辈子在监狱度过，行动起来，只花了19年的时间，与一辈子比较，哪个划算？
安迪让我相信了成功从不是等来的",1109888563,zoK716211760,5.0,3
3,资阳,,这是我最喜欢的电影，没有之一，依然记得刚看完这部电影时那一刻的放松，舒适，自由。,1107926042,wfJ227118519,5.0,4
4,广州,2,很振奋人心，长年累月的坚持不懈终迎曙光相当鼓舞激励。,1107892498,光影云彩,4.5,5
5,北京,1,"Hope is a good thing. 震撼又感动的一部经典， 必看的一部电影。

很多时候，当我们无法摆脱现状时，学会低调，学会隐忍，试着改变自己，加强自己，等待破茧而出那天~",1107053459,Zealer1259,5.0,3
6,合肥,1,剧情紧凑，经典。看似是越狱片，其实是励志片,1106858227,鹤鸣轩和,5.0,2
7,菏泽,,影史第一，不必有任何争议,1105960323,Oleiki桑,5.0,2
8,温州,,“在我们心里，有一块地方是无法锁住的，那块地方叫做希望。希望是美好的，也许是人间至善，而美好的事物永不消逝”正因为安迪始终抱着自由和希望的信念，在经历了一连串的打击后还能逃出升天。“要么忙于生存，要么赶着去死”更是画龙点睛之笔，让深陷体制无法自拔的瑞德找到生活的方向，所以经典果然是经典，永远无法被超越。,1105597310,iVy532741026,5.0,4
9,聊城,,我也写不出来好影评，只能说真的绝了,1105504174,哒哒哒燕燕,5.0,1
10,乐清,1,这部电影描写出人性的光辉和丑陋，好人终将得到好的结果，是一部卧薪尝胆的好电影。,1105272175,来自赤道的极光,5.0,1
11,南昌,,自由。。。。,1104916228,dpo211164301,5.0,4
12,上海,1,有一种鸟的翅膀闪烁自由的光芒,1104858002,Sinuit.CR,5.0,6
13,聊城,2,"Hope is a good thing. 
令人震撼又感动的一部经典。高墙挡不住的、牢笼关不住的、棍棒打不死的就是内心的希望和对美好的向往。",1104765873,OAz378681020,5.0,3
14,银川,1,非常好看的电影,1104572019,DeepBlue,5.0,2
15,株洲,1,只要活着，就有希望。在国内影史排到了第一的电影。,1104434570,沈银河8826,5.0,4
16,保定,,实在太还看了,1104224616,简木,5.0,2
17,兴城,1,有些电影太过经典，以至于不敢随便评价。,1102626090,Bug东,5.0,3
18,广州,2,这部电影很神奇，让人觉得生命充满希望,1102423202,bonbon121,4.5,4
