,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,西安,,太喜欢这部电影,1111250017,缘修百年,4.5,4
1,新密,,片子特别刺激！好看😄,1106060765,Q安亦尘,5.0,2
2,柳州,2,不错，可以去看看,1111247776,DL多多DL,4.5,2
3,深圳,,天冷了好好挣钱，因为冬天衣服比较贵,1111241974,迎新周,5.0,1
4,上海,1,马马虎虎，剧情紧凑的很,1111228630,疯崽E,3.5,1
5,淄博,,剧情抓人，演员演的也很好,1111245692,帅妈516,5.0,2
6,北京,,值得看！！！,1111225725,darong2014,4.5,2
7,汕头,1,还可以！！！,1111242991,陈岳鸿,4.0,2
8,大足区,,还算不错的电影,1111240696,NKQ984160611,4.0,3
9,唐山,,不错👍好看💕,1111226620,CSm703617467,4.5,2
10,南京,1,哈哈哈哈我真的好喜欢这个,1111239829,Zbz703965211,5.0,3
11,武汉,,不错的电影。,1111240319,R世界那么大,4.5,2
12,柳州,,😀😀😀😀😀,1111242176,gqW93224323,4.5,2
13,商丘,1,很不错很不错,1111242090,YbU992224134,5.0,2
14,南宁,,非常好看真的,1111235918,XwA157538311,5.0,2
15,北京,1,还不错，挺好看的,1111239484,风之回响,5.0,1
16,遵义,2,车主金卡，加油88折领取步骤，非常简单方便快捷1分钟搞定[转圈][转圈][转圈]车主金卡，加油88折领取步骤，非常简单方便快捷1分钟搞定[转圈][转圈][转圈]车主金卡，加油88折领取步骤，非常简单方便快捷1分钟搞定[转圈][转圈][转圈]车主金卡，加油88折领取步骤，非常简单方便快捷1分钟搞定[转圈][转圈][转圈],1111235436,zhC538235230,5.0,2
17,郑州,,很好，，很不错,1111233775,小阿斌，,5.0,2
18,藤县,,跟朋友一起去看，很好看,1111233488,灼灼G其华,5.0,1
19,福鼎市,2,成龙大哥还是那么厉害👍,1111232402,Jessica.i,4.0,1
20,海口,,好看好看，陈龙大哥还是一如既往的可爱，只是杨洋的一些镜头有点刻意了,1111205747,HiV362837165,5.0,3
21,库尔勒,,你问我有没有强大的特效？？ 老实说.没有,1111224931,loveyou酷,5.0,3
22,汕头,1,没带眼镜不想说话。压半根看不清,1111227441,lxiao,5.0,1
23,北京,,好看！强烈推荐,1111223885,我，那曾经的誓言,5.0,2
24,江门,,成龙大哥必须满分,1111227205,QLF483926480,5.0,2
25,顺德,2,好一般啊，演员帅是够帅了，但演技差到不得了，分分钟出戏，剧情就更加老土了，好生搬硬套。,1111224557,紫水晶er,2.0,4
26,宁波,1,不错的  挺好看,1111222641,HaY990649640,5.0,3
27,武汉,,超好看！全程无尿点！从头打到尾！,1111220899,木子和,5.0,1
28,深圳,,非常好，环境卫生,1111210275,peteramw,5.0,1
29,垦利,,真的挺一般的很尴尬，也就那些车和特技能看看，别的真的不敢恭维，不知道怎么写的剧情,1111221471,ibR313543367,1.5,2
