,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,杭州,1,冲鸭挺好看滴哦,1111150418,mmF704048155,4.5,4
1,遵义,2,刚看完第二部，已经不记得第一部具体讲些啥了，有空再重温一遍~,1111136986,鍾鍾鍾yi,4.5,4
2,青铜峡市,2,疯狂原始人(二)很好看，想看的可以去看哟😍 😍 ,1111098352,王梓涵,5.0,1
3,广州,2,各种萌萌哒，,1110709980,darkroyal,5.0,5
4,句容,2,剧情勉强还可以，前半部分表现的太刻意，后半部分还能接受！,1110622882,rXX384609919,3.5,2
5,东莞,1,超爽的一个动画片，梦工场的动画还是挺好的，超搞笑，画面绚丽，影片中的各个动植物外形设计有创意。,1110514124,天缘纯,4.5,5
6,贵阳,1,已阅。（非要凑字数）,1110487201,ooW89197097,3.0,4
7,长治,,我可太喜欢了，前期搞笑，后期爸爸的爱让人感动，真的好哭最后一段，超喜欢盖和小伊cp,1110391559,沫沫ffffmmmmm,4.5,2
8,茂名,,超级超级好看，好搞笑，大概说的是两个不同文明的碰撞,1110402830,哔啦啦哔啦啦哔哔,5.0,1
9,北京,1,幽默风趣，感人至深，适合各年龄段观看！,1110377317,素质教育漏网之鱼,5.0,3
10,昆明,2,"She jumped on the sun and rode it to Tomorrow.
这么棒的电影，不看就是损失我只能说。",1110385277,QQQgrape,5.0,5
11,遂宁,1,杜兰特FMVP,1110374194,y.,5.0,5
12,上海,,好看！我还想看二。,1110362411,clW636529269,0.0,1
13,北京,,克鲁一家人是史前文明的原始人，他们过着以狩猎为生的穴居生活，一天大女儿伊遇到了游牧族人盖，他改变了克鲁一家人的命运，带领他们离开原始部落，来到未知的广阔天地，去探寻世界的美好！在“旅途”中，克鲁一家人逐步认识了火、植物、动物、山川、河流、日月星辰等，从无知的原始人成长为有想法的文明人，不再以狩猎为生，和动物们“化敌为友”，在自然灾难面前他们毫不畏惧，勇敢面对，并从中感受到了爱的力量与伟大，最后他们来到了美丽的海滨，在那里建立了新的家园，开始了新的生活！,1110310658,snowhn1,4.0,3
14,温州,,非常好看,1110165943,Azpuresone,5.0,3
15,大连,,完美推荐，不解释，自己去看。当年电影院看完，回家找的片源下载保存。据说2要上映了，特来评价一下，也希望2能让人满意，不要让人太失望。,1110144191,herozhangyunlong,5.0,3
16,牡丹江,,十分好看，非常暖心！,1110077444,fGG598297798,5.0,1
17,惠州,1,特别温馨美好,1105807237,月,5.0,2
18,桂林,,很幽默，给人一种很神奇的感觉。,1102405437,PLs190043038,5.0,3
19,常德,1,“不要黑暗，不要躲藏，追随太阳，去往明天。”,1101940829,JrM779220031,5.0,3
20,南昌,,老丈人和女婿达成共识,1101764593,dpo211164301,4.0,4
21,连云港,,虽然当年看的时候觉得套路，现在想想，剧情还是很有趣的，同行衬托的好,1099348033,saya1234567,4.0,2
22,西安,2,超级好看！强烈推荐！,1098704352,乖乖小蝌蚪,5.0,5
23,,,大爆笑动画，梦工厂精品，真心推荐这部合家欢电影，画面绚丽，情节温馨，爆笑不止！,5403897,lll1999man,4.5,5
24,淮南,,特别的台词：放小孩！,1096757770,采薇,5.0,2
25,凤台,1,环境不错。感觉也很好。,1096725269,南山,5.0,2
26,,,很伟大的爸爸，滑稽可爱。,185056,Aaron372,5.0,1
27,,,这个是我和女友在六一去看的 真的很不错啦 有搞笑也有感人的画面 爸爸把大家拋过悬崖 她也哭了 好在最后还是GOODENDING~,186500,鲸鱼凯希,5.0,1
28,,,在看的时候一直就想到爸爸 那个在你生活中最强大最爱你的男人 我想能让观众有这样的想法 是一步好片子,186274,SukiU_U,4.0,2
29,,,真的很疯狂！,183503,爆炸头296,5.0,1
30,泉州,,超好看，看了很多遍，是一部很有新意的电影,1058496006,橙与十,5.0,1
31,威海,1,当时去电影院看都没抱有多大希望，但真的被惊艳到了，真的是一部无可挑剔的好动画片。全程被带入，希望能有下一部。,1057989882,周子豪0123,5.0,2
32,广州,1,果然是一锅乱炖，亲情、人性、史前景观还有日常操作的卖萌，应有尽有。最后出现的那个是鲸鱼吗？笑死我了。3.5星。,1056978978,MAIANSON,3.5,4
33,沁阳,1,我觉得疯狂的原始人挺好看的还搞笑像我这种看疯狂的原始人最多看两三遍，我觉得疯狂的原始人可以吸引更多的顾客。疯狂的原始人里面那个老奶奶我觉得他比较调皮但是也比较可爱，还有他两个女儿尤其是他小女儿也很调皮。我最喜欢她们的小女儿还有那个奶奶，他爸爸也比较疯狂。,1051716858,王冰心,5.0,1
34,天津,,瓜哥超级有责任心,1047852408,YjQ979467369,4.5,4
35,深圳,1,爸爸真的好伟大，他用仅有的智慧和全部的力气保护一家人！编剧的脑洞好大,1043956145,Zh星驰007,4.0,4
36,郑州,1,追随光明，永远不要害怕。另外，父爱如山。,1043459935,ssssoooouuuullll,5.0,4
37,东莞,,一般吧，感觉就那样,1028566974,sXI306018708,2.5,2
38,武汉,2,好看。配音也不错,1021191101,超级英雄钢铁侠,4.0,3
39,临汾,,"萌\(//∇//)\
故事也讲的不错",1020843975,吓我一跳zz,5.0,3
40,武汉,1,很好看哦，奇妙的世界，积极向上的主题,1020591332,查克拉能量,5.0,4
41,广州,1,"居然是爱情片，灾难片
意外不错",1019754302,欧贝里斯克大神经,4.0,2
42,上海,,创意满满，画面够美,146349538,ZUE660064918,4.5,4
43,合肥,2,非常好，记得当时儿子还小，出来以后还感悟了一句:你想做什么就去吧！,141744939,maggiepss,4.5,3
44,兰州,2,不错，适合孩子同样也适合大人，有教育意义，小孩子应该比较好接受，往往孩子比成年人更有勇气去改变这个世界。,138786651,元味泡泡,4.0,2
45,深圳,1,好有爱的电影，一家人很温馨,138172367,天才帅少,4.0,3
46,上海,2,不错的英语原版动画片，讲的是父爱，感动。,136251066,chensidi1993,5.0,1
47,北京,,一部动画片，把我看的热血沸腾，眼泪汪汪，这样好吗？必须满分💯,133782327,uiL554837770,5.0,4
48,合肥,2,超级好看，不看的人后悔,124361609,Cisi爱团团,5.0,3
49,百色,,挺好的，环境也挺好的,119688775,ywx238578444,5.0,3
50,桐庐,1,原始人的生活是原始的，但同时情感也是最原始的，最纯真的。,115550785,蛮幻漫星,5.0,2
51,南宁,1,很棒的电影。,113843590,在街角丶唱离歌,4.5,3
52,武汉,,当时去电影院看的，相比搞笑情节，最让我感动的是父爱的呈现，父亲大多情况不会表达，但他会用自己的羽翼保护你,109891721,吃货说的是谁,4.5,1
53,武汉,,特别可爱，剧情超棒～,106477187,鹿与兔纸,4.5,3
54,扬州,2,主角一家都丑的可爱,105615727,erisedhappy,4.5,4
55,襄阳,,好非常好！棒,104326089,360U134186164,5.0,2
56,福州,2,很可爱的片子，也有折射封建落后思想，鼓励人们敢于创新，去尝试一些新鲜事物,104203009,辞檀,4.5,1
57,合川,1,好看疯狂搞笑,102928446,ADj382956255,5.0,2
