,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,三河,2,很好看，值得推荐。,1111264043,yiyiyiyi2016,3.5,3
1,柳州,1,非常刺激😀️😛️😛️,1111259500,晒哥来了,4.5,1
2,西安,2,17年团的，现在都忘记剧情了😃,1111258573,Keiwin221,4.5,2
3,义乌,1,经验不足了！你是个男人吗！你们是什么🤔！你在一起了么！你是不是不喜欢你我都不会说了什么话你也是好男人吗！你在我身边没有,1111237561,克里买扣扣,4.5,1
4,辽阳,,还可以，挺好,1111245789,UyH259893321,5.0,3
5,南京,,hhhhigh,1111232120,奎少君临,5.0,1
6,鄢陵,,巨赞，大片效果十足,1111210589,DRe105183759,5.0,2
7,咸阳,,还不错，蛮好的,1111223209,S.teAl,5.0,1
8,延安,,期待以后得速度与激情,1111221200,BkY570091545,4.5,2
9,四会,1,结局有反转，家人的点也挺好的,1111205220,Billy3728,3.5,2
10,莱西,1,一部不错的电影,1111216657,它来自江湖,5.0,2
11,晋中,,好看，全家都爱看,1111220062,我爱高兴兴,5.0,2
12,襄阳,2,早就忘了……,1111215110,Tsubame519,4.5,1
13,太仓,,好看啊啊啊 ,1111207820,ccccccyyyxxxx,5.0,3
14,重庆,,不错。。喜欢,1111203858,安哲瀚1121,5.0,2
15,惠州,,挺好的，哒哒哒,1111204684,离經叛道。,5.0,1
16,江阴,2,9分好评，值得一看。,1111199764,XNj894539238,4.5,1
17,沅陵县,,好看，不过感觉还是有点不一样,1111203463,XPA727855296,4.5,1
18,芜湖,,超级超级刺激,1111199419,就会亿点点,5.0,1
19,西安,,好看，棒的的！！？？？？？？？,1111189051,vance啡,4.0,2
20,东莞,,剧情非常平静,1111192777,Bnc207929047,5.0,1
21,深圳,1,越是期待越是,1111198013,LYH9861,4.0,1
22,南昌,2,很棒，环境也很好,1111194456,秋秋693,5.0,1
23,大丰,,很期待下一步的作品,1111137072,KnY318010217,5.0,2
24,邯郸,2,每一步都没错过，,1111183396,有蛇精病的小女孩,4.5,3
25,柳州,,好看的不要不要的,1111181275,相守始于初见,5.0,1
26,阿拉尔,,值得一看，非常不错,1111176525,cOR313937409,4.5,1
27,北京,,很刺激，回家又追了前几部,1111149682,嗨，大力欣,5.0,1
28,上海,,精彩绝伦，刺激,1111162316,就像蒲公英,4.5,2
29,霍邱,,电影一般般，没觉得很好看,120668129,XZY76756945,3.5,1
30,台州,2,改哈就吐。破无语,1111134671,clla1573,5.0,1
31,庆阳,,评论晚了，都好几年了，好看,1111145191,YBU684069361,4.5,3
32,东台,2,还可以，不错,1111145148,咘叮团团,4.5,1
33,延安,,真够意思的！不错！,1111144129,FH828255,4.0,2
34,永康,1,外国大片看着就是很刺激,1111140830,飘缈云踪,4.5,1
35,呼和浩特,2,好久之前看的了 好看,1111140474,_qqzdn1345618628,4.5,2
36,南通,,不好看bu hao,1111121215,南波万980213,2.5,2
