,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,威海,1,真的是特别的震撼,1111251149,xmxzxxc,5.0,3
1,益阳,,特效可以，内容不行,1111251145,jnC334813111,3.5,3
2,柳州,1,还不错，结尾有点马虎,1111249660,TheWalkerPagan,3.5,1
3,佛山,,很感人，值得一看的一部爱国抗日战争片,1111253105,EYi497409866,5.0,2
4,济南,,国产电影中为数不多的好电影，针不戳,1111251074,吴世勋女友彤彤,4.5,2
5,牡丹江,2,挺好看，就是看着有点心疼,1111250235,Airrifer_lv,4.5,2
6,武汉,2,具有意义的一部电影。,1111250228,墨黯香辰,5.0,2
7,渑池,,好看。。。。,1111248349,Awg906678902,4.5,2
8,武汉,1,好看，还想再看一遍,1111250194,曹华123,5.0,1
9,延安,,情节激动人心,1111249485,qDm113471891,5.0,1
10,石家庄,,很感人哈哈哈,1111245984,素颜女神711,4.5,3
11,泰州,,很壮烈的感觉，也是个经典了,1111248270,eid351754083,4.5,2
12,福州,,替别人买的，听说不错。,1111247911,diana_9001,5.0,1
13,淄博,,又压抑又震撼,1111249361,蒂娜孜Ba,5.0,2
14,锡林郭勒,,感人悲壮 非常好,1111247855,HmC814122299,5.0,3
15,东莞,,影片很真实，非常好看,1111250036,yEu383662116,5.0,1
16,达州,,有点小遗憾吧,1111228663,sEC95480794,3.5,1
17,西安,,很棒的一部作品,1111249320,缘修百年,4.5,4
18,昆明,2,好看，震撼人心,1111245839,Ciy135768495,4.5,2
19,贵阳,,历史很重要，,1111247796,Zbl625773410,5.0,2
20,沈阳,,前半程不错，后半程有点草率,1111249237,LHr485643008,5.0,1
21,洛阳,2,"好看，震撼
",1111241918,JMH米砾,5.0,2
22,大连,,挺好看的，很感人。,1111247652,xsS464708678,5.0,2
23,淄博,,儿子和同学的评价很高,1111245693,帅妈516,5.0,2
24,昆山,,好好好。真的好,1111241785,LZ069520,4.0,2
25,济宁,2,挺震撼的，好看,1111228569,他是暖心人o,5.0,1
26,海口,,很标准五个字,1111240916,王太树,5.0,2
27,上海,,和kq一起看开心是开心 他,1111245594,追逐梦想的少年们,4.0,5
28,汕头,1,还可以！！！！,1111219184,陈岳鸿,4.0,2
29,咸阳,,👏🏻👏🏻👏🏻🎬🎬,1111242883,YY98022,5.0,2
30,青岛,,"无法形容自己坐在电影院时的心情，对这部片子期待得太久了，久到有一些害怕，害怕看到的不是我想看到的，害怕看到的是支离破碎的。
无处不在的网民们剧透说，头盔用错了，坦克的型号不对，那两匹马也各种不对，而我，从第一分钟那个软糯的上海话声音出现的瞬间，就攥紧了手机，用尽力气地握住。似乎这样，才足以让我有力气抵挡住接下来的惨烈。点枝蜡烛，摆一碗酒酿圆子，这应该是上海人祭祀的习俗吧。此刻，当我再次想起这话的时候，忍不住想起自己，每年祭祀时，可曾想过那些人？那些在战争中逝去的人们。",1111241647,沙雕之王zzzz,5.0,2
31,郑州,,"嗯
可以
行",1111241635,康0823康,4.0,1
32,贵阳,2,五味杂存，珍惜眼前,1111245414,宠儿,5.0,2
33,东莞,,好看，很感人,1111240690,FCP484183044,5.0,2
34,唐山,,不错👍好看💕要爱国,1111247187,CSm703617467,4.5,2
35,湘潭,,挺好，适合好多人看,1111242608,小陈laila,5.0,3
36,明光,,国人皆如此，倭寇何敢,1111247073,sif622905282,4.5,3
37,永康,1,还可以没想象中好,1111240538,没钱一身轻松,3.5,2
38,深圳,1,稳 可以 好看,1111240527,东东最威武,5.0,3
39,防城港,,😁😁😁😁,1111245189,FJ1516178,2.5,2
40,西安,,震撼！真正能感受到那种害怕！很贴切,1111228401,IiL134416066,4.5,2
41,石家庄,,那时候还是喜欢自己现在,1111241323,heyDuu,4.5,3
42,莆田,1,好看  太激动人心了,1111245057,WuYue”,5.0,2
43,什邡,,好看，精彩绝伦,1111245002,Tay往事如烟,5.0,1
44,西安,1,好看，强烈推荐,1111219040,J赵浩宇,5.0,3
45,南京,,和小江一起去的，很感人,1111239711,Rebeccalay,4.5,2
46,遵义,,还可以……………,1111240242,EMP1.1.3.7.5.3,4.0,2
47,东海,,看的还，可以,1111241051,vQf527283960,3.5,2
48,昆明,,剧情很好 感人泪下,1111238845,pizzameow,4.5,2
49,舟山,2,"好看，很感动的
",1111238800,MFI474647908,5.0,1
50,阜阳,1,虽然感觉结局有点仓促，但是真的很好看,1111240106,Cx330,5.0,2
51,岳阳,2,"🌺🌺🌺🌺🌺
",1111218731,Bfj222593758,4.0,1
52,湘潭,1,看哭了 比金刚川好看！运电话线、和抱着炸药包跳楼和敌人同归于尽那一刻直接看哭！！！,1111238714,楠泽,5.0,6
53,呼和浩特,,每看这种题材的电影都会流泪,1111238710,假我以年,5.0,3
54,本溪,,很震撼，发自内心的对自己是一名中国人而感到骄傲与自豪,1111226366,bje698116295,5.0,2
55,保定,,特感人 我哭了,1111235796,pva614169414,5.0,3
56,郑州,,不错，值得一看,1111239353,天上星2020,5.0,4
57,广州,,挺好看的。。,1111234851,詹鑫鹏,5.0,2
58,邵阳,,真好哈哈哈(ಡωಡ)hiahiahia,1111235695,可爱的小苗苗呀,4.5,2
59,贵阳,1,精彩绝伦，感人肺腑,1111218625,xuning625,5.0,2
60,仙桃,2,还可以这部电影,1111239152,薇薇453030052,4.5,2
61,石河子,,"好看看看看
",1111238452,Hqg562720698,3.5,2
62,扬州,2,满分！！！！抗战英雄！！！！！,1111235590,蹲在犄角抽根烟,5.0,2
63,成都,,😁😁😁,1111234677,ZXS曾先生CYY,5.0,2
64,滕州,,爱国主义教育电影,1111238303,古滕墨客,4.0,3
65,哈尔滨,,套路我会做我我,1111233980,你麟叔叔,4.5,2
66,淄博,,电影太牛逼了,1111238268,Lllldzz,5.0,2
67,信宜,,非常不错！！,1111236450,小洋虾米,5.0,2
