,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,呼和浩特,1,海 绵 宝 宝,1111059191,show吕晨,3.0,3
1,景德镇,,非常好看 ,1110879157,zcA293571960,5.0,2
2,英德,2,好好看超好好,1110434501,谢红,5.0,1
3,鹿泉,2,哪个影院可以看看,1110183296,XwV779934250,0.0,1
4,东莞,1,风格迥异的真人+纯动画混合，很违和，但不影响这个欢快的故事，82分,1110118755,千里叮当,4.0,4
5,青岛,,好看！真的很用心,1109743926,Muslem275,5.0,3
6,唐山,1,电影院什么时候上映啊,1109677299,,5.0,1
7,濮阳,2,电影院什么时候上映呢好期待啊，好像和喜欢的人一起去看海绵宝宝,1109569603,嗯,5.0,1
8,广州,1,真的很好看真的真的真的,1109544088,【周建豪,5.0,2
9,北京,1,太治愈了，几乎是微笑着张着嘴看完，风滚草基哥的设定太巧妙了，又很沙雕，而且画风上融入了好多定格动画的元素，整体看下来很舒服。,1109529093,蓝骨和尚,4.0,5
10,贵阳,,特别好看，他们缩小版就是我的童年,1109507317,越紫萱,5.0,1
11,株洲,2,看预告就好想看啊 什么时候演啊 ,1109462942,心田鏻鍶^O^貝貝,5.0,1
12,东莞,2,东莞南城总没有这些小朋友动画片,1109468468,LdB112162490,0.0,2
13,南宁,1,这次中文配音是原配央视配音，真是童年回忆,1109480706,Troye Sivan,5.0,2
14,伊川,2,"我准备好了我准备好了
",1109335690,萬事勝意,4.5,2
15,咸阳,1,终于等到你了。,1109278159,小鹿乱撞,5.0,2
16,沈阳,1,"谁开白色轿车来的，你忘关车灯了



",1105949479,Secret23333333,5.0,1
17,璧山,2,好期待，什么时候才可以看啊！,1105809672,～,5.0,1
18,天津,2,什么时候上映啊啊,1105449848,アル,5.0,1
19,北京,,中国咋还没上映，坐等！,1105367362,Zat790426663,5.0,3
20,广州,1,希望是之前老一辈的配音员，毕竟他们的声音在我的童年已经记忆了下来。,1102462144,Format。,5.0,3
