,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,许昌,,可以，还行吧。,1111247790,yiE796820615,4.5,3
1,唐山,2,不错 ，，，,1111247507,Mmmuu.,4.5,1
2,廊坊,,特效很棒！很喜欢的贺岁片,1111241231,Fadeouttt,4.5,3
3,霸州,,马马虎虎吖！,1111242268,一只闲猪吖,3.5,2
4,哈尔滨,1,特别搞笑 特别喜欢,1111240132,凌乱12300.,4.5,2
5,武汉,2,很好笑！完全长在笑点上,1111226257,BWd600612723,4.5,1
6,南昌,,很不想，很好看，值得观看,1111236485,ChN725998924,5.0,1
7,石河子,,好很好看啊！,1111233833,HFO346842558,5.0,2
8,三台县,2,🥳🤓😎,1111233292,pMI436554041,4.5,2
9,兰州,,非常好👍呀,1111230801,胖妹妹的鱼丸,5.0,3
10,衢州,,很好看。。。。,1111210793,王琦020531,5.0,2
11,鹰潭,,感觉不错，非常好,1111230495,qVT680785519,4.5,2
12,深圳,,很好看的片子啊！,1111227828,VtY513234091,5.0,1
13,北京,,还可以还可以,1111231357,恐龙笨笨,5.0,2
14,南京,,好看呢呢呢～,1111229524,木村太太,4.5,2
15,武汉,,还可以      ,1111227761,圭贤家的小仙女,4.0,1
16,上海,,好看，很好看,1111206756,深刻，，倾心,5.0,2
17,攀枝花,,不错，剧情搞笑。,1111218085,wbw传奇,4.0,2
18,西安,,感觉还不错，推荐给其他朋友。,1111223984,eEo210945248,4.5,3
19,邯郸,,好玩👍👍👍,1111224626,ocv974685957,5.0,1
20,东莞,1,👍👍👍👍,1111220928,kTY979222567,4.5,2
21,南郑区,,周末看场电影是不错的选择，电影好看。,1111220823,lushui2016,4.5,2
22,鞍山,1,估计可能办不办好激动还是h家,1111221537,沈勃龙迪,5.0,2
23,兰州,,很棒。    ,1111205338,ZxX305268186,5.0,2
24,咸宁,2,好看还是这样,1111220488,微笑很迷人8,4.5,2
25,西安,,太搞笑啦哈哈哈哈,1111205135,Tayaimer,5.0,2
26,呼和浩特,,好看。后面贼拉感动,1111215516,柠檬我很甜,5.0,1
27,昆明,,差点没给我笑抽过去,1111216211,Lqiuduo,5.0,3
28,青州,2,挺好看的电影,1111217155,月饼满园,5.0,2
