,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,郑州,2,天呐，简直也太可爱了吧,1111226638,美少女壮士kay,5.0,3
1,随州,1,带儿子看的不知道,1111228056,生不逢时520,4.0,1
2,东莞,2,好看  可爱 感人,1111236333,ASweetCat7,5.0,1
3,海口,,妙蛙种子真可爱,1111205876,伟大的沙福林,4.5,2
4,海口,,跟她在一起几天，然后刚好上映就去看了，每次看到都是满满的回忆,1111229473,oFj921740258,5.0,2
5,桃源,1,儿子很喜欢！,1111227080,銀鍠鲸武,5.0,2
6,咸阳,,视觉效果很好,1111197564,BEN949685220,5.0,2
7,齐齐哈尔,,情怀啊，还不错,1111221006,干饭了w干饭了,3.5,2
8,珠海,,一个遗憾....,1111214491,幻滅之夜,3.0,3
9,防城港,,很满意，效果不错,1111213591,MLa258794222,5.0,2
10,北京,,挺有意思的啊,1111215259,只恨缘浅无奈情深,3.5,2
11,深圳,2,还行吧，挺不错的,1111212928,萌怪怪247,4.5,2
12,广州,,挺好的    萌萌哒,1111197165,XOm378647126,5.0,2
13,昆明,2,儿子喜欢看！,1111211692,仔仔cyr,5.0,2
14,呼和浩特,2,   常。   ,1111191340,加载中zxc,5.0,1
15,枝江,,挺好的，满意,1111189430,核桃不吃桃,5.0,2
16,宁波,,好看 十分推荐,1111188430,老司机吱吱,5.0,2
17,济南,2,，g j j j k k,1111191236,蜜尓,5.0,2
18,杭州,,老喜欢皮卡丘了,1111202525,oLF484271846,5.0,2
19,长沙,,超感人   ,1111156840,mWZ451595998,4.5,2
20,广州,2,情节一般，但可爱,1111189251,田间花下逢235,3.5,2
21,广州,,还好！！！！,1111188189,Smile.4406,3.0,3
22,盐城,,不错  值得退家族,1111195822,兵哥哥6666,4.5,2
23,珠海,,很好很好很满意,1111156741,琭沁,4.5,3
24,南昌,,还行，还可以,1111156740,gLi189411709,4.5,2
25,六安,,挺好看的可以去看,1111195382,Srs291249996,5.0,3
26,遵义,2,我居然看过？我忘啦,1111196457,梳子妹儿,4.0,3
27,上海,,好看，很喜欢,1111178324,qxa766457867,5.0,2
28,昆明,2,我真的 没看懂  可能我不知道游戏,1111196297,再见萨菲娜,2.5,3
29,临沂,,很好看。。。,1111195190,MCG493803233,5.0,2
30,清远,1,路上见识世界，途中认清自己,1111192340,清明,5.0,1
31,乌鲁木齐,2,还是不错的。,1111194142,哞牟眸,4.5,1
32,长沙,,剧情一般 分数给皮卡丘的 ,1111193537,Luke1472583690,5.0,3
33,深圳,,挺不错的，但是娃看到一半就被吓到的，闹着要中途退场，好可惜，没看到结局。,1111192016,trc751499437,4.0,1
34,曲靖,,非常可爱，萌到我了,1111190543,爱莎北鼻,3.5,3
35,深圳,1,嗯，挺好看的…,1111185503,Zanfai,4.0,2
36,包头,2,宝宝们的最爱，好看😊,1111156261,Amy和妈咪涛,5.0,2
37,唐山,,非常喜欢皮卡丘,1111182334,fuc98303018,4.5,2
38,西安,1,罢了罢了罢了,1111180277,白三问丶,4.5,2
39,秦皇岛,,好看哈哈哈哈,1111173214,nPW223170112,5.0,2
40,重庆,,还可以，，，，,1111173161,shg516025546,3.5,1
41,昆明,,哈哈哈哈好看,1111149718,波比_,5.0,3
42,深圳,,还蛮好看的，,1111170615,KYN819746672,4.0,2
43,西安,,黄皮耗子💪💪💪,1111070773,公子月酱,5.0,2
44,东莞,2,和女生去看的，皮卡丘可爱，那个女生也很可爱,1111165744,就是政政哇,5.0,3
45,无锡,,还行，可以去看看,1111155973,ITT289894477,4.5,3
46,湛江,,相信奇迹的人，本身和奇迹一样了不起,1111131931,丶西林桑,5.0,3
47,安阳,,非常好看，值得推荐,1111157226,女人为shui妆,5.0,2
48,北京,,特效棒极了。,1111155399,Toh538515736,4.5,2
49,长沙,,不错😊。。。。,1111148760,xHQ291043504,4.5,2
50,荆门,,(￣ー￣)没啥想法,1111150166,慄上,3.5,2
51,西安,1,童年的回忆！,1111145762,苍柩,5.0,1
52,曲靖,1,挺好看的  观影感觉佳,1111134386,lja.123,4.5,2
53,石家庄,,皮卡丘很可爱。,1111145456,ham725595270,5.0,3
54,济宁,,不错，情怀满分,1111125040,scxh521,5.0,1
55,长春,,特别好看很喜欢,1111146082,sjj485357130,4.5,1
56,桂林,,还可以。。。,1111140687,阿哩l,5.0,2
57,杭州,2,好👌。。。,1111139301,久久的栀子花香,4.5,2
58,深圳,,可爱可爱，皮卡丘好看哦,1111136222,hNz664203257,4.5,3
59,周口,,挺好看的，皮卡丘都很可爱，喜欢,1111130799,rWO663897523,4.0,2
60,连江,,皮卡丘，很好看,1111132918,thb532289078,4.0,2
61,常州,,好看呢阿哈哈哈,1111112476,共赴神明意,4.5,2
62,贵阳,2,没有小时候看的感觉了,1111127778,鳅鳅鱼00,3.5,2
63,合肥,,皮卡丘很可爱,1111111433,夜微星辰,4.5,2
64,海城,,"非常好玩

",1111126523,YVC442124830,5.0,2
65,昆明,,我好喜欢皮卡丘啊啊,1111120768,Xog903264472,3.5,3
66,富阳,,很好，喜欢看,1111120649,yJD626733690,4.5,2
67,成都,,强迫症。。。,1111117881,AqR244643044,5.0,2
68,临沭,1,很不错，和外甥一起去的，孩子喜欢,1111115880,和尘。,5.0,1
69,昆明,,环境好服务好,1111116858,zhu朱志明,5.0,1
70,通榆县,,好玩。     ,1111109518,EgL244160755,5.0,1
71,玉林,,小贱贱皮卡丘超可爱,1111095021,山羊很忙2,4.0,2
72,安溪,,挺好看的，赞,1111074333,cqi915750793,5.0,1
73,抚州,1,还行，。。？,1111089077,陈湘伟,4.0,4
74,朝阳,,"
不错的电影好看",1111081939,顶风电商,5.0,3
75,天津,2,非常好看的一部，期待下一部,1066228108,🍬,4.0,3
76,洛阳,,还可以吧，特效不错,1111079938,真的好吃么！,3.5,2
77,西安,2,te xiao,1111082406,cRr860608886,5.0,2
78,长沙,2,还不错。。。,1111053594,Joansuo5,3.5,3
79,北京,,特别好看，真棒,1111071253,CdM470597877,5.0,1
80,宿迁,,好看，不错哦,1111051332,xinyi121816,5.0,2
81,乌鲁木齐,1,可以呢，好看。,1111066742,CWe576214095,4.5,3
82,北京,,皮卡丘很萌。,1111058717,ClaraRed,4.5,2
83,大连,,好看好看。。,1111039571,dlU212049093,5.0,2
84,眉山,1,无聊的感受。,1111055977,淡然的无悔,4.5,1
85,北京,,一般…………,1111055974,peH780751733,2.5,2
86,西安,,娱乐一下而已的片子,1111054095,乐雨1945,3.5,2
87,桂林,,非常可爱的皮卡丘,1111052002,Myq407772177,5.0,2
88,深圳,,还可以子，，，,1111047717,牵着风筝去游泳,5.0,2
89,长春,,Nice..,1111049181,RuN790076248,5.0,1
90,深圳,2,好看，感觉刺激,1111047146,少年乀不忘初心,5.0,2
91,成都,2,好看 完美 棒棒哒,1111037036,放过任何一句话,5.0,2
92,济南,,很好看，强烈推荐,1111032345,pjy1706,5.0,2
93,镇江,,个人觉得蛮好看的,1111023499,原来是小解,5.0,1
94,丹阳,2,好看…………,1110995994,wangqinglijunji,5.0,2
95,上海,2,离家好近哦！,1111022566,aJi312996635,5.0,1
96,青岛,,非常好！！！,1110994905,马可波罗包0,5.0,2
97,郑州,,😝😜😚😙🙂☺️,1111023179,鹿小辉12138,5.0,2
98,长春,,比卡丘很可爱,1110995651,XsQ117217408,4.5,2
99,湖州,,看起来不错。,1111000347,吃啥33321,5.0,2
100,广州,,皮卡丘说话有点出戏,1111012633,茶以诀,2.5,3
101,运城,,好看呢，真的呢,1110994423,张国凡,4.0,3
102,巨野,,就是用这个形象，演的另一个故事,1110986857,jjjjjjjjfd,5.0,3
103,呼和浩特,1,还挺好看的。,1110986694,苛刻成性,5.0,4
104,太原,,推荐大家看看,1110968675,胡pan,5.0,2
105,上海,,披着皮卡丘皮的白皮自我感动电影,1111002940,事了拂衣去hhhg,2.5,1
106,南宁,,有一说一。很不错,1111004932,潇洒哥他弟,5.0,2
107,南京,,不想说。。。,1111003565,IUN791351941,3.5,4
108,吉林,2,完美，还可以,1111005229,SCS743161876,5.0,2
109,哈尔滨,2,超级喜欢！！！！！,1111003072,贪吃的大甜甜,5.0,2
110,常州,2,不知道说点啥,1111001697,SANCC丶,3.5,2
111,成都,,一个人在电影看完的……,1111001591,沙塔斯乌瑟尔,4.5,2
112,西宁,,"非常好看
 ",1110996552,MZv646586388,4.5,2
113,顺德,2,好的好的晚安粉色好看看？我就想叛逆的鲁鲁修完，好的晚安哦哦,1110986039,PCG984381892,5.0,2
114,东莞,,可以看看好看,1110960579,Ydc762191706,5.0,2
115,衢州,,还可以？不错。,1110975300,aoy738539641,3.5,2
116,昆明,,毛绒绒，好看,1110957254,pMY699270718,5.0,4
117,临邑,,好看好看一点,1110958036,pgh603471986,4.5,3
118,廊坊,2,还可以吧，，，，,1110956893,sl117520,4.5,2
119,阜阳,,值得一看好看,1110955797,悦扬贝贝PHY,4.5,2
120,长沙,,皮卡丘挺萌的,1110947414,糖和贝壳,3.5,2
121,保定,,很好看！！！,1110922247,Obw139346645,5.0,1
122,苏州,,OK，我感觉完全OK,1110930841,qMq822244926,5.0,2
123,滕州,,不错☺️☺️☺️,1110923881,OdK311598620,4.5,2
124,兖州,2,还可以还可以,1110911297,北方有晴天,4.5,2
125,成都,,非常好看！爱了！,1110923055,IceBoxAnita,5.0,4
126,遂宁,,好看，推荐 ,1110915336,C.c.敏,5.0,2
127,吉林,,好看好看 很喜欢,1110907938,草莓酱wink,5.0,2
128,兰州,,好看    ,1110814713,Coy785163892,4.0,3
129,南宁,1,很好的很好了,1110905610,酒足咖啡,5.0,1
130,南宁,1,很好的很好了,1110904798,酒足咖啡,5.0,1
131,沈阳,,女儿很喜欢看,1110902473,春雨玲珑,5.0,2
132,北京,2,孩子喜欢看  ,1110884613,大静～～,4.5,2
133,武汉,,还可以还可以,1110883193,Z辣椒拉,4.5,1
134,沈阳,,爱了爱了 超级喜欢,1110890743,mob1909,5.0,3
135,杭州,2,还行吧还可以,1110887722,可怜啊！,4.5,3
136,西安,,还是很情怀的，看到当年玩的游戏和喜欢的宝可梦出现在荧幕上,1110889017,nearol,4.0,2
137,郑州,,好看！！！！,1110846631,xhU902708872,4.5,2
138,响水,,有童年的味道,1110879876,榕枯,0.0,2
139,沙河,,好看，孩子我佛喜欢,1110861432,PCp730258195,5.0,2
140,茂名,1,皮卡丘实在太可爱了，就是配音有点不喜欢,1110879015,颜楣烈,5.0,2
141,齐齐哈尔,,故事一般吧，比卡丘挺可爱,1110862243,麻醉赶稿人,3.5,3
142,昆明,,挺可爱的还可,1110871645,时光轴上431,3.5,2
