,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,合川,,整个情节感觉很压抑，可以体会到底层人民的生活不易，还有其中的挣扎,1111260096,rAf238514162,3.5,2
1,武汉,2,没看懂....,1111248957,禾心849,2.5,2
2,长沙,,还行吧冲着胡歌去的,1111222988,SnVPG1,2.5,4
3,东营,,好看很棒 w,1111197772,zjh1771888481,5.0,2
4,苏州,,不错不错，值得看。,1111188962,程二丫头,5.0,3
5,长垣市,,胡歌的电影都不错,1111217103,uiW846566675,4.5,1
6,武威,1,胡歌的演技还是没有任何问题的，就是片子有深度，细思极恐,1111201295,五凉i,4.5,2
7,扬州,,喜欢胡歌冲。,1111171827,ohnocan咧,4.5,3
8,绍兴,,👍👍👍👍👍,1111186498,哒哒丽哒,5.0,2
9,百色,2,波澜不惊！！,1111184532,朴有天的power,3.5,3
10,杭州,,非常好看..,1111168364,梅林789,5.0,2
11,洪洞,2,特别喜欢，主题曲唱的也很棒,1111173256,爱吃小朋友的小朋,4.5,2
12,上海,1,真的很不好看,1111070576,丨SpEirS丨,0.5,3
13,三河,1,看老胡得，。,1111150034,调音师,4.5,4
14,重庆,,摄影太出彩了。,1111121694,Yuuucen,5.0,2
15,徐州,1,胡歌真的赞👍,1111141684,zt775852,5.0,2
16,武汉,,比较有深度的一部电影，很值得多看几次，可能也是和自己住在武汉这座城市，所以比较喜欢这种烟火气,1111140139,下唐百里,5.0,3
17,郑州,,非常满意的一次观看,1111128747,EfI327138853,5.0,2
18,中牟,,很好看 很棒,1111127291,大乐吃货,4.5,1
19,北京,,冲胡歌来的，剧情一般,1111111301,Hxx438913929,2.5,5
20,长沙,2,还不错哈哈哈,1111123650,p哥ԅ,4.0,2
21,上海,,挺好的吧，看看还可以,1111123333,辰哲粑粑,4.5,3
22,商丘,,很好演员很给力,1111115108,DbY215175344,5.0,2
23,成都,,还可以。    ,1111103348,Zhu爱杰,3.5,2
24,合肥,,很让我难忘的一个电影,1111074533,CMY232707157,5.0,2
25,吉安,,不建议晚上看。很恐怖，尤其是骑小电车,1111087592,森屿大男孩,5.0,2
26,阿坝,,可以好看，值得推荐,1111071609,gtq800197084,4.5,2
27,青岛,2,没看懂，还算可以吧,1111068176,T樱小桃,4.5,2
28,广州,,好看，奔着我胡去的~,1111028893,M小哥233,5.0,2
29,哈尔滨,,难忘的一次观影体验，很棒！,1111025343,xOu982915336,5.0,1
30,无锡,,😏😏😏😏,1111018796,家有童童小仙女,2.5,2
31,深圳,2,好看，积极推荐,1110995765,cbb1073428779,5.0,1
32,武汉,1,非常好，胡歌帅气,1111016757,发飙的龙虾,5.0,2
33,张家界,,没感觉睡了一觉,1111011958,woshishuaigeggg,2.5,3
34,北京,,特别好 内容很有,1111002973,NxM526530008,4.5,3
35,合肥,,老胡太帅了，,1110977946,lccsturgglelx,5.0,2
36,长沙,,特别好的好的好的,1111002495,Gtp756565571,5.0,2
37,阜阳,2,不错哦很好看,1110992082,hWU449933248,5.0,2
38,昆山,2,很接地气，很真实！,1110991028,pFe843516996,5.0,2
39,酒泉,,一般般的吧，,1110988191,RdR333432293,3.0,2
40,南京,,好看的 现在才评论,1110975794,小虾子子,5.0,2
41,石家庄,1,还行挺好看的,1110940345,么先生丶,5.0,3
42,兰州,1,老大的电影  棒棒哒,1093122080,梦如南筏〞,5.0,2
43,信阳,,好好的，谢谢！，,1110913164,xTB831620187,4.5,1
44,成都,1,很好看，很推荐看,1110906737,IqO415797208,5.0,2
45,成都,1,剧情好紧凑，雨伞杀人术get√,1110895882,C'ion,5.0,2
46,南京,,色彩效果很棒,1110898098,ekJ480019915,4.5,2
47,淮北,,剧情完整好看,1110892718,uAW245754170,4.0,2
48,莱芜,,很好看，很悬疑,1110889045,陪伴艺兴,4.5,3
49,郑州,,好看好看的，,1110887367,ik派大星l,4.5,2
50,西安,,湿漉漉的夜晚，平静下暗潮涌动的心。,1110881617,W.455,4.0,2
51,沈阳,,还可以不错的,1110874368,FeS428214896,3.5,2
52,太原,2,不错不错，值得一看,1110874192,Whale1043,5.0,3
53,包头,,胡歌很帅，很好看,1110868739,GSy531023300,5.0,2
54,无锡,2,大爱胡歌 演什么都好看 不管是好人坏人都无敌喜欢😍,1110842757,💕莉莉安,5.0,3
55,三河,,好看。     ,1110860858,芯芯727,5.0,3
56,朔州,,这到底是个什么,1110823827,Gbp69813105,2.5,2
57,忻州,2,看完电影，我跟朋友说：这种电影好到，无论你是否喜欢，都没法给差评。它具备所有电影原初的魅力。并且，我终于找到一部，在空间叙事上如此完美的当代国产片。毋庸置疑的是这部电影的暴力美学部分，是近几年来国产片中最棒的，强烈的个人风格、突出的视听语言，爽、后劲十足！怪不得昆汀在戛纳看完特喜欢！再说说胡歌，在电影中，他的戏份很多，但台词算下来其实很少，表演内敛而克制，却通过眼神把人物诠释的淋漓尽致。恭喜他，终于通过自己的努力和付出，有了属于自己的电影代表作。爱了爱了,1092984929,李亚俊a,5.0,2
58,武汉,,超好看的哟 ,1110777090,QikLxY,4.5,3
59,咸宁,1,很不错，武汉话很不错,1110762098,NVA592220197,3.5,1
60,肇庆,,很好看不错不错,1110748016,OOD977836786,5.0,2
61,兰州,,不是特别好看  。爸妈不喜欢,1110743533,coS415456530,2.5,2
62,汕头,,胡歌欧巴很帅,1110709840,is鸦鸦,4.5,2
63,无锡,2,好看！胡歌真帅,1110714410,养不起这贪吃猫,4.5,2
64,西安,1,好看的很好看的很,1110719804,任性哥任总,5.0,2
65,包头,,看过时间太久忘了,1110717197,anyixuan220516,5.0,2
66,淮安,,一般般吧，不是太喜欢,1110693082,lyh981208,4.0,2
67,常州,2,还行吧  一般,1110708865,飞天花猪M,3.5,2
68,连云港,1,胡哥一向让人惊艳，大赞,1110690480,醉梦殇312,4.5,2
69,杭州,1,情节混乱，毫无节奏感。胡歌的台词容易出戏,1110706402,Fynn1,2.5,1
70,南京,1,还不错挺有意思的,1110705195,钱晓甫,5.0,2
71,蚌埠,,挺好看的！我,1110697379,赞先生zzz,4.0,2
72,桂林,2,很感动，我爱小春,1110662276,IGE954502537,5.0,2
73,十堰,1,胡歌很棒！！,1110689396,ASA787103612,5.0,2
74,太原,,还可以。。。,1110687314,妖孽的小黄人,4.0,2
75,延安,,没看懂讲了啥，乱糟糟的感觉,1110687055,Ewo123001632,1.5,3
76,汕头,,你在🈚㊥🥜🈶,1110679895,每天都想吃好吃饿,2.5,2
77,广州,2,还好吧，一般般！,1110675998,你开心就好335,3.5,2
78,红河,,写不来，不是我看的,1110677277,ick174590552,3.5,1
79,钦州,2,"还好吧。一般
",1110668914,yzc675338211,3.5,2
80,沈阳,2,忘记了。。。,1110669024,云姝函402,2.5,4
81,北京,1,好看！！！！,1110568756,大痣若愚xys,5.0,2
82,临沂,,好的好啊的啊,1110665134,王者归来wt,4.5,2
83,成都,,反正看着跟自己在犯罪差不多,1110664089,女友换不锈钢盆,4.5,4
84,固始县,,挺不错的啦啦啦,1110656640,TJSF,3.5,1
85,江阴,2,我们的生活方式就是说的话,1110656405,DQI687185333,4.5,3
86,鞍山,2,看的挺难受的一部电影，有些场面真的血腥，时隔一年还是能想起流血的镜头。记忆点很强，就是有点恐怖。,1110656391,diudiuq,4.0,3
87,蚌埠,,挺好的一部电影,1110653510,七栀333,5.0,2
88,惠东,2,还行吧。   ,1110651744,焦糖布J,3.0,3
89,北京,,枯燥无味无聊,1110627933,uxK981763835,2.0,2
