,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,北京,,还可以，不错,1111225847,jby279447252,3.5,2
1,郑州,,妥妥的没毛病，老铁,1111249390,aJP13325294,4.5,1
2,广州,,看的内心的感觉,1111228552,CoolHAO毛毛,5.0,3
3,济南,2,冬天的最爱，🍲除了火锅就是被窝,1111240860,茫茫人生总像荒野,4.5,3
4,芜湖,2,看了好几遍  很现实,1111241485,Rain,5.0,2
5,台州,,看得我眼泪虎花花流,1111241060,bIL463045586,5.0,4
6,深圳,1,🉑️👌🏻,1111242087,Cciouvy,5.0,1
7,南京,1,很不错，挺好看,1111226148,涵涵尊上,4.5,1
8,威海,,且行且珍惜！,1111232669,oDf102597728,5.0,1
9,郑州,,好不错吧没有期待,1111210705,Avever,5.0,2
10,兰州,,棒极了，完美,1111227821,abq286574038,5.0,1
11,南昌,,一般般吧吧b,1111205730,J逗逗君,4.5,2
12,临潼,,忘了  几年前看的让我怎么评？？？,1111230307,走着哈哈哈ZXD,0.5,1
13,北京,1,乌云后面依然是灿烂的晴天,1111222907,迷茫温柔,4.5,2
14,成都,,没经历过，不太懂，,1111224648,yuv720366292,4.5,2
15,邯郸,,😿😿😿😿,1111222860,ocv974685957,5.0,1
16,武汉,2,挺好看的，为了爱情的样子,1111227149,逝水清尘960,4.5,1
17,深圳,,最后都看哭了,1111223425,BaGmy梅,5.0,1
18,武汉,1,好看好看，现实,1111220822,z3747285,5.0,1
19,赤峰,,😺😸😹😻😼,1111220720,胡斯勒大帅哥,4.0,1
20,长春,,好看，我觉得好看,1111221282,YIN玮,4.5,1
21,台州,,阿里啦咯哦哦,1111217863,aMJ589884154,4.5,2
22,重庆,,好看！！！！,1111221079,Fairy江玲,5.0,1
23,郑州,,分手了，哈哈哈，看着不错！,1111206185,张爷是你也爷,3.0,1
24,宁波,,很感动和前任一起看的哭了,1111216607,QdK615474872,5.0,2
25,太原,2,诶呦不错哦！,1111216564,阿槑、,4.5,1
26,东莞,,开口的，谢谢,1111217540,多情苏苏,5.0,1
27,长春,,还可以吧，嘿,1111215678,PhJ858528043,4.5,2
28,门头沟区,1,好很好非常好,1111211802,与哥接触注意态度,5.0,1
29,西安,,往事不堪回首,1111212698,Suh380591347,5.0,2
30,济南,,不会好好补补,1111189849,佳妮r,4.0,2
31,济南,,挺好看的一部电影,1111187093,心已成沙.,5.0,1
32,南昌,,超级棒的电影,1111208622,金刚葫芦娃的老妈,4.5,3
33,太原,2,好极了。哈哈,1111189644,bXR738009198,4.5,1
34,成都,,特别好看(｡･ω･｡)ﾉ♡,1111191469,sfV388513873,5.0,1
35,成都,,再见前任，真的再见了,1111178913,小哥哥哦3135,5.0,2
36,秦皇岛,,让人很有感触的一部电影,1111137322,梁凇淇,4.5,2
37,青田,,不错不错👍,1111201860,JXK652321776,5.0,1
38,北京,,小制作，低成本好故事,1111203349,村里最有劲的老头,3.5,2
39,深圳,,非常精彩   ,1111202604,_weixin072666105,5.0,3
40,松原,,他好了吧……,1111199538,ku炎～,4.5,1
41,锡林郭勒,1,再见，前任。,1111201138,FLY8826351,5.0,1
42,阜阳,,找个互相喜欢的的，不容易啊。,1111178540,夏日荷花156,5.0,1
43,阜新,2,没想到我居然在这个时候评论吧，最开始看这个电影的时候没看懂。直到后来第二次看的时候，真是看一次哭一次。真的……,1111199121,中意敖子逸,5.0,2
44,扬州,1,很不错的观看体验,1111194792,kerryhan1989,4.5,1
45,嘉兴,1,挺猛？。。。。。,1111192650,比较大的雅痞,5.0,1
46,遵义,2,好看好看不错,1111168944,梳子妹儿,4.0,3
47,深圳,,"挺好
棒棒哒",1111193456,zqF237154262,5.0,2
48,信丰,,喜欢这个电影,1111185940,Mr黄和平,5.0,2
49,淄博,1,还可以吧吧啊啊,1111184979,原来43,4.0,3
50,广州,,好看极了！你说,1111169484,hpR381510331,5.0,1
51,耒阳,,前任女友，再见青春,1111177942,阿杰精神,5.0,2
52,桐庐,,😿😿😿😿😿,1111171124,H123456ML,3.0,2
53,深圳,,于文文把芒果吃贵了,1111177723,李苏柚,5.0,2
54,海口,,还不错。消失记性。,1111174730,aRN683516247,4.5,2
55,佛山,,不错，太搞笑了,1111175560,dCG717805366,5.0,4
56,邯郸,2,一般一般，世界第三，哈哈,1111166853,florajunolee,3.5,2
57,嵩县,,全心全意为人民服务,1111165821,石小处,3.0,1
58,银川,,好好好好不错,1111170224,HsK84964128,5.0,2
59,长沙,2,看哭了的 还是好看,1111166513,Zyx张艺兴1991,5.0,2
60,宁波,2,还行吧，挺感人的,1111167377,炸毛十三小阿柒,3.0,1
61,青岛,2,好👌谢谢你们了,1111164608,渺茫66,4.5,2
62,张家界,,两个人都太年轻了，哈哈哈。,1111167212,xTT650132817,4.0,2
63,西安,,挺不错的，挺好看,1111167129,PhC710936448,5.0,1
64,潍坊,,我敢给就敢心碎,1111163522,不愤不启不悱不发,5.0,1
65,天津,,总体不是很满意,1111070671,CyG413760270,4.5,1
66,自贡,,还很不错哦！,1111160520,幸福很简单ll,4.0,2
67,哈尔滨,2,不回头，不后悔！,1111158661,ly刘畅,4.5,1
68,广州,2,很好看很好哭,1111160102,Zmiaoti,5.0,1
69,杭州,,不错👍🏻,1111160015,XGL979540348,5.0,1
70,万州,1,时间长忘记了,1111154918,aaronkwokx,5.0,2
71,深圳,,我觉着还不错,1111157197,不是你12,4.5,1
72,太原,,超级好看喜欢💕,1111157192,usuallywawa,5.0,2
73,南昌,,发v不能宝宝,1111131741,hg我不知道,4.5,2
74,上饶,,好看，挺好，不错,1111154371,霞霞念,4.0,2
75,西安,,我觉得还可以,1111148162,你好一兀,4.5,2
76,哈尔滨,2,看了几遍的电影,1111121942,LUU975,4.5,1
77,宁德,,爆米花故事。,1111144985,CJq111524176,5.0,2
78,随州,1,很好看！！！,1111125105,将心比心。151,5.0,2
79,南通,2,很好看，效果棒,1111134295,Fvp79552860,4.5,1
80,宜昌,2,一般好看。。。,1111121653,ParkHaeJin915,3.0,1
81,仙游县,,一般般啦。。,1111133115,ZyS899825200,2.5,1
