,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,苏州,2,好看的 不止孩子喜欢看 大人也觉得蛮好看的,1111225795,小阿柔199100,5.0,4
1,苏州,,还可以吧，感觉有点不适合我们这个年龄段。孩子看比较好,1111248163,小黄蜂1916,4.5,2
2,宜昌,,还可以不错666,1111247803,lEL445710399,5.0,2
3,贵阳,1,比第一部好看,1111241993,chenlingyi2004,5.0,1
4,广州,,前期的爱情片段实在有些油腻，不过后面的还值得一看。最大的卖点大概是女救男，而不是传统的英雄救美。,1111219231,亦頃,4.5,2
5,淮南,,好好看啊！很有有笑点,1111219229,今天有橘猫了么,5.0,2
6,秦皇岛,2,推荐要去看呦~,1111228643,伍壹贰陆,5.0,3
7,西宁,2,影片还可以，但是那里的服务态度真的太差了，小孩不超过一米不要钱，就是因为孩子没有买票，那里的服务员眼镜就给大人给了一个，小孩没有，在其他影院里，不超过一米二的孩子不用买票，但是人家都会给孩子大人一人一个3D眼镜，从今以后再也不去这里看了。,1111248118,LBR404558549,0.5,2
8,武汉,2,感觉一般般，笑点不多，没我第一部好看。,1111225777,COY175957310,3.0,2
9,无锡,,孩子比较喜欢看，很有趣,1111228635,七星国际倩倩,5.0,2
10,海口,,滚滚滚哈哈刚刚发提供给,1111241940,Igb673263846,4.0,4
11,长春,1,故事情节太有意思了，家长可以带着小朋友一起去看,1111228628,老夫子L,5.0,2
12,大庆,,好好看，画面丰富多彩，搞笑,1111237133,妮儿chynna,5.0,3
13,石家庄,2,好看，非常适合全家一起看，孩子特别喜欢，看完了还想看，👍 👍 👍 ,1111226772,郑彩娟,4.5,3
14,成都,,搞笑，温馨…,1111249173,Lancelot2908,5.0,1
15,大连,,儿子很喜欢我也喜欢,1111249168,EHl372100800,5.0,3
16,潍坊,,带女儿来感受一个不一样的世界。影片很容易引发人们对友情、爱情、亲情怎样融洽处理的思考。,1111237109,红函,4.5,2
17,重庆,2,为啥一定要写感受,1111247651,荒野女巫2013,3.5,3
18,大连,2,选择没错，特别喜欢,1111225746,宁🇨🇳,5.0,2
19,昆明,2,很想生活在那个仙境里面，太赞了,1111237076,无影戏,5.0,2
20,武汉,,很值得陪伴对象，家人，一起看的电影，老少皆宜，非常赞,1111241744,im王大枣,5.0,2
21,金华,,一点都不好看，没有剧情,1111241737,妞妞4441,1.5,2
22,南昌,1,电不电影不知道反正她拒绝我了,1111247490,　A269,0.5,1
23,深圳,,和面基网友一起看的，主要是将就她（本来想看除暴的）。看个乐子还行，由于我看过第一部，这一部除了继续诙谐幽默之外，还加入了一些其他人物进来，但没有期待的那么惊艳，将将就就。全场就6个人相当于包场了，看完了都夜里12点了,1111240824,开奔驰的个性男孩,4.0,3
24,芜湖,,挺好看的，可惜不是和女生一起去的,1111242909,ZgP607764364,5.0,1
25,钦州,,挺好看的，适合跟家人一起去看,1111225669,Vts681425945,5.0,2
26,上海,2,高质量牛就完了,1111240807,害,5.0,2
27,厦门,,本年度最佳影片！一定要看杜比厅！,1111219171,啊摩,5.0,1
28,化州,2,"还好啊！不过还是觉得第一部好看
",1111245491,丹xia1120,4.5,1
29,亳州,1,理解在于沟通，当沟通不存在！那讲真的  绝对是路人,1111240793,威武不能屈,4.0,2
30,洛阳,1,还不错，比较轻松的氛围，也有些思考,1111240783,charly52,5.0,3
31,东莞,,这电影好搞笑呀！,1111226688,ayw655129454,5.0,3
32,乌鲁木齐,,好看很感人故事,1111242838,fZM703971426,5.0,4
33,鄂尔多斯,2,近期看的电影里感觉很赞的一部,1111240740,yumo20141213,4.5,3
34,菏泽,2,超级好看 从头笑到尾,1111247310,欣,5.0,1
35,北京,,挺好看的，更多的看到的反映出的现实，结局太过美化了,1111241615,AcZ521112046,4.0,2
36,乌鲁木齐,2,孩子和我看的都很开心😁,1111226660,姑娘没味,5.0,3
37,上海,,还是非常好看的，,1111247266,JZR794992257,5.0,2
38,郑州,2,好看，笑点多，也有很多正能量,1111247228,美少女壮士kay,5.0,3
39,武汉,1,很好看，很有意思,1111240677,CGQ741572615,5.0,3
40,深圳,1,一般。不什么好看,1111245368,只想牵你,3.5,2
41,徐州,,比较适合和小孩子一起看,1111242699,cpE774962869,5.0,2
42,唐山,,很喜欢 好看💕,1111226619,CSm703617467,5.0,2
43,襄阳,,不错哦，好看,1111242687,lanjing217,4.5,5
44,长沙,,和女朋友去看的  一级棒  笑死她了🤪,1111242684,饿惹昂,5.0,2
45,武汉,1,很一般，没有带来惊喜,1111240651,LHZ107,2.0,3
46,广州,1,好看 搞笑又风趣,1111240619,扭 扭 挨福 欧,5.0,3
47,杭州,,好看好看特别推荐,1111240617,Yh090909,5.0,2
48,龙岩,2,炒鸡好看！！！,1111225588,千与,5.0,1
49,耒阳,,感官挺好的，没有很尴尬的笑点,1111241436,王兰花爱霉,3.5,2
50,广州,1,超级好看！！,1111228434,焰 熊,5.0,2
51,三明,1,搞笑环节还是可以的，打斗环节比前作少了些。总体来说还可以,1111241403,家勋,4.0,2
52,北京,1,很好看不错喜欢，,1111240548,い赴月观寒山🧸,5.0,1
53,上海,2,全程尿点，还被割了韭菜肛精,1111166772,👑 我的一万吨少女心～,0.5,2
54,广州,1,没看，里面人物都挺不错的,1111247006,大雄,5.0,2
55,重庆,1,比预期好很多啊！！！惊喜,1111239977,CcHO_o,4.5,3
56,临高县,1,还不错，从第一部看到第二部，我觉得第一部好笑多，第二部也有笑点，但是也牛逼，还不错，值得观看,1111239947,维生素C,4.0,2
57,昭通,1,全程无尿点 ,1111241295,潘德伍🍀（小伍）,5.0,3
58,兰州,1,非常棒，下次还来,1111241281,ৡ宿命ృ༊°,5.0,2
59,青岛,1,看着睡着了。,1111241243,洛。,0.5,2
60,呼和浩特,,一般吧就。还好,1111242335,Antonella7,3.5,2
61,吉林,1,好看！非常好看！一定要看原声版！,1111241219,杨仔 Raymond,5.0,3
62,潍坊,,很好看，很欢乐，笑点十足，剧情的承接，笑点的加入很自然，不尴尬，是一部很好看的电影,1111218862,兔子吃虾米,5.0,3
63,西安,1,(⁎⁍̴̛ᴗ⁍̴̛⁎),1111239852,化骨绵猪,4.5,3
64,商洛,,超级超级好看,1111245034,冷雨夜11111,5.0,3
65,深圳,1,追逐明天的旅途.勿忘初心哦,1111240327,情生丶,5.0,3
66,渭南,,画面精彩，故事完整，虽然结局稍微有一点点老套，但全家人一起看还是很happy的,1111240322,DLq622285712,4.5,1
67,淄博,,推荐来看一看,1111245012,星辰满目皆因你,5.0,2
68,普洱,2,全程欢乐多多，二哈让我有了新的认识,1111240286,猪猪猪猪333,4.0,3
