,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,邯郸,1,电影和歌曲都不错,1111266125,dcogdj,5.0,2
1,鞍山,1,还可以吧。方言太刺激,1111256938,WHY888888,4.0,2
2,成都,,有点搞笑，可爱的奸雄,1111259470,保持微笑的人926,4.5,1
3,张家口,,不错，很搞笑,1111259185,L你的外卖,5.0,1
4,长沙,,还可以比较感人,1111251944,刘燕巨可爱,5.0,1
5,铜川,,好看，这个没什么特效吧,1111256120,蘑菇蘑菇吖。,4.5,1
6,成都,,非常的有感触哦！,1111253582,PIU544457976,5.0,2
7,长沙,,好一级棒二级棒,1111241520,饿惹昂,5.0,2
8,杭州,,特别的好看特别的好看，朋友推荐的。,1111225441,UDU266350882,5.0,1
9,乌兰察布,1,听了也。。。,1111238186,czf28445894,4.5,2
10,柳州,,非常好看😃😃😃,1111205661,dnJ799420600,4.5,2
11,武汉,,还可以 很不错,1111224693,没有温迪,3.5,1
12,惠阳,1,这个电影挺有意思的，赞,1111210428,波波自来胡,4.5,2
13,安顺,,好看，我亲眼着拍的电影。,1111223662,HWL196262,4.5,1
14,宁波,,忘记跟谁看的了,1111220838,yQe369536007,4.0,2
15,上海,,还可以吧！。。。,1111221560,一切随f,3.5,2
16,宜昌,1,可以。。。。,1111215884,挡不住的长腿叔叔,4.5,3
17,商丘,,可以一起看看,1111206166,SHANG7902,4.0,2
18,北碚,,一般般的电影,1111216563,lys184606244,3.5,1
19,常州,,还行，情节不错。,1111213519,你怕是个神仙吧,4.0,2
20,赤峰,1,挺好看的。不错,1111211759,Hjw384920336,4.5,2
21,海口,,挺好的，加油，再接再厉。,1111211720,Linzas,5.0,1
22,库尔勒,,非常的喜欢😘,1111209667,Precilia,5.0,2
23,海口,,还可以，没事就看看,1111209295,3乃敢与君绝3,2.5,1
24,合肥,1,还不错  主要比较偏…,1111207515,hole1169,4.5,1
25,黔南,,超级棒超级棒,1111189421,Ysi591689863,5.0,1
26,宁德,,挺好的，在欢乐的气氛里面度过的不同人的人生，小偷虽然可恶，但是在这部剧里面表现得不一样,1111137308,jZR322257533,4.5,1
27,南京,,超级好看！二刷三刷不为过,1111189320,hottie呀,5.0,2
28,中山,,完全没有看过，无法评价。,1111198967,vlz417495079,5.0,1
29,邢台,,值得回看和深思的影片，印证了小制作大影片，实力演技的说法，推荐！,1111202292,xFg221592885,4.5,2
30,横店,1,很好不错可以,1111202257,幽乐公,5.0,1
