,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,西安,,演员演的还可以，剧情很青春少年,1111249635,大头佛99,4.5,2
1,龙海,,少年的你。 ,1111251041,bjb848809797,5.0,3
2,无锡,,好看哈好看哈,1111250133,玛丽莲猛露酱yo,5.0,2
3,晋城,1,曾志伟的儿子棒棒哒,1111219246,gfQ894587172,2.5,2
4,济南,2,包装非常好，很严实，值这个价格,1111245534,茫茫人生总像荒野,4.5,3
5,浏阳,2,你保护世界，我保护你❤️ ,1111240806,一个喜禾儿,5.0,2
6,杭州,,喜欢的 演员的表演很有张力 剧情也很真实 至少在学生时代 我也经历过收保护费 遇到过校园霸凌 那时候的我们 真的很胆小怯懦无知 也不敢和家长说 在上下学的路上 坐校车 都感受到了恐慌 她们最后的结局 是时代的推动 也是格局下的我们…………,1111240738,甜茶圈圈,4.5,3
7,东海,2,好看易烊千玺好帅演技好好,1111247282,1,5.0,2
8,武汉,,稀松平常，值得一看,1111228430,超帅帅帅哒lc,5.0,2
9,宜昌,,好看！很有感触,1111240494,xiliuer233,4.5,1
10,伊犁,,好好学习吧唧,1111239747,爸爸姓来,5.0,2
11,呼和浩特,2,特别好看 演技内容都很可,1111242078,南望0824,5.0,2
12,平南县,,很棒！！！结局是好的,1111234820,多吃点我这么瘦,5.0,2
13,怀化,2,千玺演技让人刮目相看,1111238337,颖崽music,5.0,2
14,西安,,好看，非常喜欢,1111187870,河豚ing,5.0,2
15,昆明,1,拿奖拿到手软。,1111225088,空先生183,4.0,2
16,南京,1,不错，可以的,1111231994,刘俊宇04,5.0,3
17,盘锦,,真的太好看了,1111231933,SnT337703856,5.0,2
18,洛阳,,好看 😍😍😍,1111187712,白bcc,5.0,2
19,马鞍山,2,好看(｡･ω･｡)ﾉ♡,1111232341,hello1988gd,5.0,1
20,北京,1,很不错，推荐看，很不错,1092701107,帅Natty,4.0,3
21,江山,,"好看
太喜欢了",1111205728,Raeu無,4.5,2
22,沈阳,,真心不错，就真的,1111232123,UZj910987582,3.5,2
23,广州,,值得一看，感人,1111232017,陈家、小二,5.0,2
24,广州,2,少年的你真的太值得了！千玺眼神特别有，我真的爱了，男孩的痞气狠厉吊儿郎当守护喜欢的人的不顾一切都好有啊，壁咚超级爆炸man,1088823822,云屿栖星,5.0,2
25,太原,,很好看，演技在线,1111210449,北辰995,4.5,3
26,延安,,感人  演技很好,1111222896,跌入睡梦深处LQW,4.5,2
27,邯郸,,很好看！！！,1111222780,izp211822331,5.0,2
28,安宁,2,好看死了啊啊,1111222639,SWagyAB,5.0,1
29,锦州,,千玺真的太帅了,1111206383,qyU493475574,4.5,2
30,南宁,2,超喜欢  超爱千玺！,1111222375,考不上大学不换网名.,5.0,1
31,海口,1,haokan,1111210202,holykingdom,4.5,4
32,晋中,,好看(｡･ω･｡)ﾉ♡,1111216947,良猷,5.0,3
33,淮南,2,☘️青春须早为，岂能长少年,1111223059,汝汝。297,4.5,3
34,成都,,很爱的一部电影  ,1111221240,cdq410898583,4.5,2
35,石河子,,冲着千玺去的,1111221170,yummy紫光,4.5,2
36,成都,,"很幸运，看到了少年的你这部电影。
这部电影刷新了我对千玺弟弟的认识。看完电影，我成了他的千纸鹤。那段时间，了解了他的成长之路，越发喜欢他。未来的路，都会陪你走下去。
",1111222030,dibaolove,5.0,2
37,郑州,,二刷了，泪目,1111216727,弃小黄鸭的欧盆友,5.0,3
38,永州,1,真的挺不错。,1111214954,Story,5.0,1
39,遵义,,好看，很好看,1111214838,ujt266691755,5.0,1
40,保定,2,你保护世界，我保护你.,1088517226,赵新丹,5.0,1
41,长沙,,Goodmovie,1111213990,NPU231663488,5.0,4
42,澧县,,一个字，棒！,1089447614,雷杨,5.0,2
43,北京,,好看！！！！,1111217170,fnY361181708,5.0,1
44,奉化,,好看刺激刺激,1111191833,多利卡东,5.0,3
45,洛阳,1,一部很值得年轻人思考的片子，也是我们步入现实社会的一些过渡，,1111217047,马兰河,5.0,2
46,银川,2,二刷！！好看,1111215183,抱树,5.0,2
47,广州,,好看     ,1111211953,uoU611141979,5.0,2
48,常州,,好看，值得推荐,1111211908,pvS777576591,5.0,1
49,赣州,2,哭死 易烊千玺未来可期,1111188808,_A9.,5.0,1
50,威海,,一点也不好看。,1111213208,我超纯洁的i,0.5,2
51,赤峰,1,忘了什么剧情了 ,1111209920,Hjw384920336,4.5,2
52,兰州,2,一个人在电影院哭了整场电影,1111214014,🐽,5.0,2
53,聊城,,挺好的看的sjdjd,1111188764,aka法鲁,4.5,2
54,襄阳,,很好看？有梗有意义的片子,1111208788,星月很赞哒哒哒,4.5,2
55,郑州,,推荐，为四字弟弟打☎️,1111188623,sDG462871638,4.5,3
56,六安,,剧情比较有转折起伏，细节处理到位，演员演技超出预期，易烊千玺未来可期,1111207735,乏善可陈882,4.0,3
57,崇州,1,太好看了真的,1111207711,Jack短佑,5.0,4
58,北京,1,还不错的。。,1111212148,非人0豪,3.5,2
59,泰州,,画面感很强，故事情节也很感人，是很值得一看的影片！,1111207617,越简单越幸福哦,5.0,2
60,朔州,,喜欢，千玺的演技真的好了,1111212009,泡不到的肉肉吖,4.5,2
