,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,佳木斯,,全程无尿点，从头高潮到结尾，画面美如画,1111269012,桃园的忧伤,4.5,1
1,马鞍山,,电影不错 很好看 ,1111253828,VMa806369956,4.5,1
2,平邑,,超级好  看过五遍啦,1101416304,小赞的苏葉莀.,5.0,1
3,福州,1,非常的好呢！,1111007225,7CLDY,5.0,1
4,泊头市,1,2020年什么时候能重映,1110858323,A沧州锦诚大棚棉被蔡永达,5.0,2
5,鹿邑,2,六刷了，挚爱,1110851409,又木,5.0,1
6,南昌,,不怎么样，一般般,1110694721,nRs511656787,2.5,1
7,瑞金,1,不知道是不是这样的：泷说在手上写彼此的名字的时候，泷写的是喜欢你，すきだ，而不是写自己的名字たき。到了三叶的时候，没写成功，只写了一笔，很长一横，三叶的日语为みつは，第一横没那么长，而极大可能写的也是喜欢你すきだ....,1110688903,以秋,5.0,1
8,佳木斯,2,反复看了好几次的一个电影,1110674977,白芽儿_,5.0,1
9,邯郸,1,你的名字是.,1110603128,杯盏.故人,5.0,2
10,广州,,还不错，，，,1110583310,meituan596512,4.5,1
11,长沙,1,9分！好看的！,1110486642,47bd3b3e-ef9829,4.5,1
12,新野,1,画面太好了很治愈,1110450137,麦克不可爱,5.0,1
13,海口,1,黄昏之时，好看,1110428012,mw,5.0,1
14,寿光,,"希望再上映一次
这样  我就能  带她去了",1110422119,胖虎96115,0.0,1
15,绵阳,2,电影很好看，直到现在我也时常看,85489620,小任又睡着了,5.0,3
16,北京,1,完美的电影，可惜没有和女朋友一起看,1110369032,不颓废青年,5.0,2
17,东莞,1,真的太好看了，看一遍哭一遍，强烈安利啊啊啊啊啊！！,1110314735,:-(,5.0,2
18,深圳,,不愁吃穿啊啊啊,1110309292,meou还烦,4.5,2
19,重庆,1,非常不错的啦,1110318575,近水楼台先得月哦,4.5,1
20,无极,,很好看，不错不错。,1110273743,撒拉黑儿LH,5.0,2
21,寿县,,好看到爆让我爱上了日本动漫和爱情,1110215632,dee564716229,5.0,2
22,北京,1,挺不错的，有剧情的新海诚很好。,1110160294,b8闵哥,5.0,2
23,武汉,,一般般。不怎么好看。,1110046425,ytj2030159721112,2.5,1
24,苏州,2,遇见你，遇见另一个自己……,1109887847,athenaKK,5.0,3
25,惠州,2,《你的名字》，是一部能给新海诚的粉丝甚至是路人一种焕然一新的感觉，不同于《秒速五厘米》和《言叶之庭》的哀伤主题，观众明显能感受到电影里洋溢着轻快、活泼的氛围，令人捧腹的同时又有感动，男女主人公不再埋头于自我世界，而是像普通人一样周旋于家人、朋友与社会的关系网中，男女主角之间曾经无法传达的思念也终于有了明确的落脚点,1109850582,Augenstern,5.0,2
26,上海,1,我们的爱情的起点,106653521,ZWb255305486,5.0,2
27,兴安盟,2,我的名字 是喜欢你。珍惜所爱之人。,89169014,一只梨子呀,4.5,1
28,秦皇岛,,你的名字是。。？,1109588988,腹黑的吃货,5.0,2
29,临汾,,期待新海诚的下一部电影,1109458641,GuR827237887,5.0,3
30,滨州,,好，很有精神,1109377785,Gengetsu,5.0,2
31,沈阳,1,男女主错时空互穿并互相拯救，剧情蛮新颖的！,1109362882,艾里芬特1513,4.0,2
32,天津,,"满分💯
太高",1109349414,pcC318046319,5.0,1
33,北京,1,太好看了，真喜欢。,1109340008,Dih49416778,4.5,2
34,无锡,,嗯，故事情节不错但也很商业,1109321968,筱原迦陵,5.0,4
35,成都,,整体不错，画面也很好,1109256364,kyola,4.0,2
36,丽水,,除了画面精美，好像没有印象特别深的地方,1109133628,肆家二少,4.0,2
37,长春,,一个动画片给我看哭了👍牛掰,1109077172,Mr丶liu氓,4.5,1
38,苏州,,一般般吧还行,1109037395,BAB221621841,3.0,3
39,重庆,,和wqq看的第一部电影,1108960885,天青惹寂寥,5.0,4
40,凤翔县,1,记忆深刻！！！,1108917170,xgx789769055,5.0,1
41,湛江,1,我欠君名一张票，什么时候重映啊，想去电影院看,1108876057,txg994413698,5.0,1
