,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,中山,2,很棒，好看，,1111230958,彩彩彩容儿,5.0,3
1,三台县,2,😊🥟🌶️,1111206973,pMI436554041,4.5,2
2,济南,2,三观跟着五官走,1111231818,今天超级开心-,5.0,2
3,长沙,,很好看，推荐,1111232639,wrcf1016,5.0,4
4,武汉,1,电影很好，非常好看,1111229787,骂醒我少年丶,5.0,2
5,石河子,1,情节精细 喜欢,1111231597,FoxKing0112,5.0,2
6,郑州,,太好看了无与伦比,1111227905,Avever,5.0,2
7,张家口,,嗯的嗯嗯嗯哈弗,1111210630,CnA769166416,4.0,2
8,青州,2,情节环环相扣，演技可以,1111227521,晴er560,4.0,3
9,深圳,1,跟父母看悬疑剧，父母懵了，我懂了😉,1111224925,Cc0111Gl,5.0,2
10,长沙,,超级好看，很不错,1111206670,UaB293087836,4.5,2
11,成都,,好看 剧情紧凑,1111205607,lulan之间,4.5,1
12,长清区,,第一次一个人看电影，,1111227332,cfP968067192,5.0,2
13,铜陵,,很烧脑，值得一看,1111222834,xiangyu916,4.5,3
14,包头,,国产良心剧，二刷都不过瘾,1111221678,a木木夕木目心,5.0,2
15,滨州,1,还行，。！，,1111222563,云游仙人.,3.5,2
16,安顺,,我觉得贼棒！,1111220820,mis996406198,4.5,2
17,上海,,悬疑，不错!,1111220697,uES678673196,4.5,2
18,乌鲁木齐,2,不错，挺好看的,1111220613,仔仔羽,4.0,2
19,阿克苏,,挺不错的 推荐,1111206337,wtf天天麻辣,4.5,2
20,沈阳,,棒，感人，情节紧凑,1111221387,rwJ109638873,4.5,2
21,海口,1,大片大片都好看,1111210193,holykingdom,4.5,4
22,北京,,很好，值得推荐,1111220433,果果优优21,5.0,2
23,广州,,赞，剧情完美,1111137575,GOq425112718,5.0,3
24,汕头,,👍👍👍👍👍,1111197557,GDh722293573,5.0,2
25,鄂州,,可以不错😊,1111214998,；孤心独饮238,4.5,3
26,绵阳,2,虽然是翻拍 但是真的觉得还不错,1111197447,tnc783669616,4.0,2
27,淄博,,电影特别好看！,1111213856,A沫辰.,5.0,2
28,湘潭,2,Yy一起 剧情可以,1111197390,瑶宝5360,3.5,3
29,贵阳,,这部电影很好看，大伙值得入手观看的一部好电影,1111217249,南唐后主龙珠,4.5,1
30,株洲,,我真的觉得还是很不错的一部电影,1111214525,COCONUTSzs,4.0,2
31,什邡,,很好看的哦s,1111188976,谢耳朵Sheldon334,5.0,2
32,孝义,,非常奈斯！！！,1111191798,ZZZ123777,5.0,2
33,鹤壁,,好看感觉还可以,1111187182,yy安琪拉小仙女,5.0,1
34,南昌,,好看，值得一去,1111214114,一米八的白豆糕,4.5,2
35,邳州,,挺好看的。 ,1111208948,晚点去约会o,4.5,3
36,昆明,,不错 我看第二遍了,1111197136,不吃蛋黄8,4.5,1
37,杭州,2,冲着肖央去的,1111211463,Anby南笙,5.0,2
38,渭南,2,好看呢，情节不错！,1111207947,幽默的娃子,5.0,2
39,太仓,,好看啊啊啊啊。,1111207815,ccccccyyyxxxx,5.0,3
40,宁晋,,挺好看的大家都去看吧,1111207814,UXn961167631,5.0,3
41,锦州,,好(✪▽✪),1111212285,浅汐沫沫,5.0,2
42,崇州,1,非常非常喜欢,1111209495,Jack短佑,4.5,4
43,郑州,,好看，很有感觉，值得二刷,1111187052,sDG462871638,4.5,3
44,吴江,,棒的不得了！,1111207480,WRt263674794,5.0,2
45,长沙,,好看的电影呐,1111178898,一箱可爱w,5.0,2
46,台州,1,比较烧脑，比较神的，编剧完美,1111204802,小乌的早晨,5.0,3
47,上海,1,总体来说还可以 没有很多惊喜,1111208198,顾得百百百,3.5,5
48,秦皇岛,,国产电影越来越棒,1111207237,mXo101235705,4.5,3
49,徐州,,好看，剧情不错,1111208121,AlwaysHeartbeat,5.0,2
50,乌鲁木齐,1,演技在线 挺好看的,1111191320,k患得患失0,4.5,2
51,北京,,好极了，虽然是翻拍致敬。,1111201799,UUj992260182,4.5,5
52,郑州,,悬疑，刺激，感人，非常好！,1111199912,sSL317146271,4.5,1
53,南宁,,正义道德和法律之间的矛盾。,1111189322,Pde51080516,4.5,2
54,南昌,,巨好看。嗯(ಡωಡ)hiahiahia,1111204097,forget90731,4.5,2
55,海口,,还可以吧。。,1111198952,axr117710260,4.0,2
56,青岛,,不 好 看 ,1111201141,王超超最酷,1.5,2
57,南昌,,很不错的体验值得观看,1111198710,金刚葫芦娃的老妈,5.0,3
58,西安,2,拍的非常好👍,1111198702,QueenNN1202,5.0,2
59,武汉,,挺好哒啊哈哈,1111201044,格格巫啦呼,5.0,1
60,濮阳,2,震撼吧，我真的特别喜欢的一部电影,1111199124,胖儿呢,5.0,3
61,武汉,,还不错，陈冲演技好,1111199112,NigelGuoH,3.5,2
62,杭州,,牛的 真不戳,1111192795,CattRuan,5.0,3
63,芜湖,,很好看，很棒,1111195556,史迪仔仔125,4.5,2
64,宿州,1,✌🏽✌🏽✌🏽✌🏽,1111194552,双鱼nig,4.5,2
65,乌鲁木齐,,没看，女朋友迟到,1111194517,Mata丿叔叔,0.5,3
66,松原,1, 挺好的，很不错！,1111193955,Silence丶Maple,5.0,2
67,衢州,,好看 超级好看,1111193872,qsH697101222,5.0,2
68,衡阳县,1,牛片，。。。。。,1111156603,VpA684176862,4.5,2
69,重庆,,还可以，就是有点看不懂,1111195021,飞哥哥1984,4.5,3
70,宝鸡,,不错，还可以，挺精彩的😄😄,1111190701,Wym4268,4.5,2
71,海口,2,好看     ,1111185804,半度微涼 阿晴🥴,5.0,2
72,曲靖,,真的好看，很棒的电影,1111185705,爱莎北鼻,4.5,3
73,绍兴,2,剧情很紧凑非常刺激！很精彩,1111169655,七樱,5.0,2
74,乌鲁木齐,2,很好看，，。。有种容嬷嬷的感觉,1111178083,墨尘轩凝,5.0,2
75,北京,,很好很不错吧,1111190447,M喵辣.Seafood,5.0,2
76,绍兴,,👍👍👍👍👍,1111190429,哒哒丽哒,5.0,2
77,南京,,剧情不错，演技也很棒,1111190090,fcZ970961781,4.5,2
78,百色,2,非常的好看！！！,1111169493,朴有天的power,4.5,3
79,郑州,,挺好看的 推荐,1111168479,zzdmpz,4.5,2
80,成都,,我觉的误杀不错,1111186112,我真的只是八个字,4.0,3
81,成都,1,经典，好看的,1111184443,夜半歌语,5.0,4
82,合肥,,莫等你一直嗯,1111185128,墨走回头路,5.0,2
